,date,beta,gamma,r0,dif,r0_p,dif_p
36,2020-03-01,0.9200000000000006,0.9900000000000008,0.9292929292929292,-0.07000000000000017,2.4848484848485555,-0.07999999999999208
37,2020-03-02,0.01,0.08,0.125,-0.07,0.13636363636373972,-0.07999999999999996
38,2020-03-03,0.01,0.08,0.125,-0.07,-1.4734848484844747,-0.059999999999996945
39,2020-03-04,0.01,0.09,0.11111111111111112,-0.08,0.9292929292937515,-0.07000000000000017
40,2020-03-05,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,0.08333333333333037,-0.10000000000000053
41,2020-03-06,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,2.549242424243289,-0.06999999999998519
42,2020-03-07,0.9200000000000006,0.9900000000000008,0.9292929292929292,-0.07000000000000017,0.11111111111108585,-0.08
43,2020-03-08,0.9300000000000006,0.9900000000000008,0.9393939393939392,-0.060000000000000164,0.9494949494949552,-0.0499999999999865
44,2020-03-09,0.9200000000000006,0.9900000000000008,0.9292929292929292,-0.07000000000000017,0.9494949494949494,-0.0500000000000001
45,2020-03-10,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,0.8989898989898961,-0.09999999999999432
46,2020-03-11,0.9200000000000006,0.9900000000000008,0.9292929292929292,-0.07000000000000017,0.9090909090909087,-0.09000000000000041
47,2020-03-12,0.01,0.09,0.11111111111111112,-0.08,0.9595959595960046,-0.03999999999997428
48,2020-03-13,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,-1.535353535353579,-0.11000000000001009
49,2020-03-14,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,3.353535353533971,-0.07000000000001094
50,2020-03-15,0.01,0.1099999999999999,0.090909090909091,-0.09999999999999991,0.11111111111210903,-0.08
51,2020-03-16,0.8800000000000006,0.9900000000000008,0.8888888888888887,-0.11000000000000021,-1.565656565656468,-0.13999999999999346
52,2020-03-17,0.8900000000000006,0.9900000000000008,0.8989898989898989,-0.1000000000000002,3.3131313131309525,-0.11000000000002075
53,2020-03-18,0.01,0.0999999999999999,0.1000000000000001,-0.0899999999999999,0.12121212121337521,-0.06999999999999318
54,2020-03-19,0.01,0.1099999999999999,0.090909090909091,-0.09999999999999991,-1.5080808080806491,-0.0799999999999994
55,2020-03-20,0.8900000000000006,0.9900000000000008,0.8989898989898989,-0.1000000000000002,0.8717171717159999,-0.12999999999998124
56,2020-03-21,0.9000000000000006,0.9900000000000008,0.909090909090909,-0.09000000000000019,2.524242424242857,-0.08999999999999275
57,2020-03-22,0.01,0.0999999999999999,0.1000000000000001,-0.0899999999999999,0.12121212121223834,-0.06999999999998252
58,2020-03-23,0.01,0.09,0.11111111111111112,-0.08,-1.5282828282843184,-0.09999999999998721
59,2020-03-24,0.01,0.08,0.125,-0.07,0.9424242424249769,-0.060000000000005826
60,2020-03-25,0.9200000000000006,0.9900000000000008,0.9292929292929292,-0.07000000000000017,0.14166666666666217,-0.0599999999999995
61,2020-03-26,0.01,0.09,0.11111111111111112,-0.08,2.523989898989612,-0.08000000000001961
62,2020-03-27,0.01,0.09,0.11111111111111112,-0.08,-2.329545454541403,-0.099999999999973
63,2020-03-28,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,0.9292929292919325,-0.07000000000001094
64,2020-03-29,0.9000000000000006,0.9900000000000008,0.909090909090909,-0.09000000000000019,2.535353535352897,-0.08000000000000054
65,2020-03-30,0.01,0.0999999999999999,0.1000000000000001,-0.0899999999999999,0.08080808080740098,-0.10999999999998522
66,2020-03-31,0.01,0.1099999999999999,0.090909090909091,-0.09999999999999991,-1.5080808080806491,-0.0800000000000054
67,2020-04-01,0.9100000000000006,0.9900000000000008,0.9191919191919191,-0.08000000000000018,0.8818181818162429,-0.11999999999998323
68,2020-04-02,0.9300000000000006,0.9900000000000008,0.9393939393939392,-0.060000000000000164,2.584848484844997,-0.030000000000086402
69,2020-04-03,0.9500000000000006,0.9900000000000008,0.9595959595959594,-0.04000000000000015,0.15151515151751482,-0.04000000000000026
