,I_t
0,346.0
1,277.6727799023728
2,222.8386494138051
3,178.83302673468506
4,143.51752505594413
5,115.17604088046627
6,92.43136256438578
7,74.17824679630306
8,59.52971096700121
9,47.773931588474746
10,38.3396543060256
11,30.768434655190088
12,24.692360644989634
13,19.816174630070293
14,15.90292571109693
15,12.762455463458052
16,10.242157475648945
17,8.219561671049377
18,6.596383059406488
19,5.293745726084342
20,4.248349976046882
21,3.409396380721533
22,2.736117256443746
23,2.1957956204034694
24,1.762175358248002
25,1.414185347835561
26,1.134915539859185
27,0.9107952395243815
28,0.7309336591189399
29,0.5865906966224024
30,0.4707522236405172
31,0.377789244422907
32,0.3031843633108713
33,0.24331226871381742
34,0.1952635665644868
35,0.15670340270563593
36,0.12575800417644578
37,0.10092362604372479
38,0.0809934791866017
39,0.06499908820069913
40,0.052163229797654434
41,0.04186216481254619
42,0.03359532854063371
43,0.026961006551072045
44,0.021636813980484348
45,0.017364029727127053
46,0.013935024289458822
47,0.01118317032390475
48,0.008974745640599146
49,0.007202435175406469
50,0.005780116176358759
51,0.004638673198515628
52,0.00372263954323877
53,0.0029875019376919072
54,0.0023975374795347027
55,0.0019240777364029308
56,0.0015441156467092638
57,0.0012391875262118103
58,0.0009944758531470772
59,0.000798089233125127
60,0.0006404845547678197
61,0.0005140032566155625
62,0.0004124991708928532
63,0.0003310398597621248
64,0.0002656669309519476
65,0.00021320368565931234
66,0.00017110075166614045
67,0.00013731220044431517
68,0.00011019612834693922
69,8.84348707788685e-05
70,7.097097227456627e-05
71,5.69558010458564e-05
72,4.570831100108389e-05
73,3.6681947338247504e-05
74,2.9438087539354832e-05
75,2.362472717120804e-05
76,1.8959374761280686e-05
77,1.5215324550996977e-05
78,1.2210640071578677e-05
79,9.799313215955898e-06
80,7.8641691951856e-06
81,6.311172606444063e-06
82,5.064857924561719e-06
83,4.064662368733618e-06
84,3.26198294559839e-06
85,2.6178146601361876e-06
86,2.1008551268090136e-06
87,1.68598347738266e-06
88,1.35303965025178e-06
89,1.0858447426753457e-06
90,8.714148214180441e-07
91,6.993299881123817e-07
92,5.612280400250915e-07
93,4.503981214370421e-07
94,3.614546197387911e-07
95,2.9007545971475955e-07
96,2.3279207882177977e-07
97,1.8682087762768557e-07
98,1.4992795499841236e-07
99,1.2032055504419075e-07
100,9.655995085303096e-08
101,7.749153172801892e-08
102,6.218869662324474e-08
103,4.990782736456876e-08
104,4.005215364685093e-08
105,3.214275388172501e-08
106,2.5795282725886064e-08
107,2.0701294399255315e-08
108,1.661325422785879e-08
109,1.3332510069969175e-08
110,1.069963911511993e-08
111,8.5867009732601e-09
112,6.891020604610318e-09
113,5.530198981080268e-09
114,4.438109029869993e-09
115,3.561682288177993e-09
116,2.8583301213518014e-09
117,2.293874192469441e-09
118,1.8408856176447589e-09
119,1.4773521008155603e-09
120,1.1856082794413609e-09
121,9.514773028744583e-10
122,7.635819297009467e-10
123,6.127916678667766e-10
124,4.917790921977606e-10
125,3.9466377923309495e-10
126,3.1672655692306874e-10
127,2.541801835863275e-10
128,2.0398531261675036e-10
129,1.6370280002265133e-10
130,1.3137517790609593e-10
131,1.0543153426496182e-10
132,8.461117689529716e-11
133,6.790237195653183e-11
134,5.4493180292584644e-11
135,4.373200247409745e-11
136,3.509591530767593e-11
137,2.816526117259583e-11
138,2.260325539214625e-11
139,1.8139620690600584e-11
140,1.4557453476953384e-11
141,1.1682683742305185e-11
142,9.375616390517622e-12
143,7.524142965869427e-12
144,6.038293911864799e-12
145,4.8458666364336385e-12
146,3.888916935950972e-12
147,3.1209432841215602e-12
148,2.504627160498001e-12
149,2.010019613307379e-12
150,1.6130859353441755e-12
151,1.2945377336510995e-12
152,1.0388956391768196e-12
153,8.33737110201149e-13
154,6.690927776704762e-13
155,5.369619987561594e-13
156,4.3092407769227097e-13
157,3.4582626175611524e-13
158,2.77533351027125e-13
159,2.2272675458830555e-13
160,1.7874322860963429e-13
161,1.4344546003398506e-13
162,1.1511820707513237e-13
163,9.238494963209954e-14
164,7.414099937254218e-14
165,5.94998190706312e-14
166,4.7749942668684304e-14
167,3.832040265796476e-14
168,3.0752984774400656e-14
169,2.4679961768041303e-14
170,1.980622425238563e-14
171,1.5894940309177074e-14
172,1.2756046998804982e-14
173,1.023701453863125e-14
174,8.215434348428252e-15
175,6.5930707901836195e-15
176,5.2910875555458265e-15
177,4.24621673441371e-15
178,3.4076844063403577e-15
179,2.734743358506072e-15
180,2.1946930364143846e-15
181,1.7612905098038278e-15
182,1.4134752370624034e-15
183,1.1343456599962856e-15
184,9.103378981202487e-16
185,7.305666323585229e-16
186,5.862961493943778e-16
187,4.705158428669978e-16
188,3.7759954353704014e-16
189,3.0303212408447005e-16
190,2.431900933114816e-16
191,1.951655180569618e-16
192,1.5662471657369927e-16
193,1.2569485678628854e-16
194,1.0087294884323909e-16
195,8.095280959372326e-17
196,6.49664499379493e-17
197,5.213703685791929e-17
198,4.184114438945498e-17
199,3.357845917845448e-17
