,I_t
0,833.0
1,776.6836235326062
2,724.1746110807475
3,675.215559356776
4,629.566467257235
5,587.0035593588818
6,547.3181889542329
7,510.31581524922865
8,475.81504970916626
9,443.64676687801625
10,413.65327531229235
11,385.6875445653308
12,359.6124844325975
13,335.30027292482833
14,312.6317296746773
15,291.495731705263
16,271.7886686966674
17,253.41393508006075
18,236.28145646966
19,220.3072481110533
20,205.41300318137078
21,191.5257089231172
22,178.5772887299249
23,166.504268429704
24,155.24746512928402
25,144.75169709523917
26,134.96551324871086
27,125.84094094819007
28,117.33325082387096
29,109.40073751077594
30,102.00451520578851
31,95.10832704639878
32,88.67836737672143
33,82.68311602952019
34,77.09318381187664
35,71.88116843706175
36,67.02152019637712
37,62.49041671247893
38,58.265646160215255
39,54.326498382516576
40,50.65366336758079
41,47.22913658968009
42,44.03613074956288
43,41.058993481795326
44,38.28313062563744
45,35.69493468332157
46,33.281718115030166
47,31.031651143579545
48,28.93370376392342
49,26.97759167320215
50,25.153725856282648
51,23.453165579653263
52,21.867574563246045
53,20.38918011533725
54,19.010735030202113
55,17.725482061743264
56,16.52712079893967
57,15.409776780737005
58,14.367972698978196
59,13.396601548208636
60,12.490901590734335
61,11.646433014209734
62,10.859056167328859
63,10.124911266929466
64,9.440399477032793
65,8.802165267066906
66,8.207079962792251
67,7.652226409294774
68,7.134884670863372
69,6.652518697651382
70,6.202763893761006
71,5.783415525808469
72,5.392417915147778
73,5.027854360772501
74,4.687937743496871
75,4.371001765357136
76,4.0754927812880375
77,3.7999621830326493
78,3.543059297950896
79,3.30352476791616
80,3.0801843758428094
81,2.871943289581794
82,2.6777806949674385
83,2.496744791706204
84,2.327948127576872
85,2.1705632480700356
86,2.023818640141086
87,1.8869949501926537
88,1.7594214577467606
89,1.6404727875203395
90,1.5295658437864659
91,1.4261569519932924
92,1.3297391936286829
93,1.2398399212658384
94,1.156018441608478
95,1.0778638551776767
96,1.0049930420503368
97,0.9370487837752254
98,0.8736980122600602
99,0.8146301770455536
100,0.7595557229626628
101,0.7082046707104012
102,0.6603252933960936
103,0.6156828825503716
104,0.5740585975678159
105,0.5352483929331148
106,0.49906201797391725
107,0.46532208423708954
108,0.43386319591658085
109,0.4045311390701875
110,0.37718212565069215
111,0.3516820886455591
112,0.3279060248699058
113,0.3057373821910691
114,0.28506748818089406
115,0.2657950173949527
116,0.24782549466725476
117,0.2310708319855612
118,0.21544889667702738
119,0.20088310878738783
120,0.18730206568000368
121,0.17463919201452804
122,0.16283241338935678
123,0.15182385204803492
124,0.14155954315794717
125,0.13198917027046855
126,0.12306581866577992
127,0.11474574537322553
128,0.106988164739834
129,0.09975504849584305
130,0.09301093933713334
131,0.08672277711073784
132,0.08085973675137453
133,0.07539307717455457
134,0.07029600038552791
135,0.0655435201134077
136,0.06111233932650714
137,0.05698073602845989
138,0.05312845677528712
139,0.049536617391423905
140,0.04618761039800692
141,0.043065018699629656
142,0.04015353510645087
143,0.03743888729714735
144,0.034907767854873435
145,0.03254776903325808
146,0.030347321932657337
147,0.02829563978849931
148,0.026382665093716753
149,0.024599020296057234
150,0.0229359618285852
151,0.021385337248029913
152,0.019939545270867994
153,0.018591498511234397
154,0.01733458873800004
155,0.01616265448070363
156,0.01506995082553935
157,0.014051121253338029
158,0.013101171381489318
159,0.01221544448108574
160,0.01138959864927171
161,0.01061958552489461
162,0.009901630443120337
163,0.009232213931729728
164,0.008608054458389218
165,0.00802609234432152
166,0.007483474765519863
167,0.006977541767980576
168,0.006505813228399568
169,0.0060659766964130364
170,0.005655876058784098
171,0.005273500969966301
172,0.004916976997231808
173,0.004584556432054893
174,0.0042746097227074325
175,0.003985617486068307
176,0.0037161630594879625
177,0.003464925556196803
178,0.0032306733902144613
179,0.0030122582390185635
180,0.0028086094143775016
181,0.0026187286137526
182,0.0024416850265406367
183,0.002276610771167135
184,0.0021226966406626964
185,0.0019791881358668596
186,0.0018453817668139365
187,0.001720621604169928
188,0.0016042960638153942
189,0.0014958349088120498
190,0.0013947064540564902
191,0.001300414959918041
192,0.0012124982020841398
193,0.0011305252057004387
194,0.0010540941326982092
195,0.000982830311952556
196,0.0009163844026151268
197,0.0008544306816178256
198,0.0007966654469527427
199,0.0007428055289010496
