,I_t
0,2020.0
1,1960.2988672850374
2,1902.3622022479901
3,1846.1378560414457
4,1791.575221076427
5,1738.6251854705736
6,1687.240088842603
7,1637.3736794132603
8,1588.9810723741452
9,1542.0187094869443
10,1496.4443198767033
11,1452.2168819838512
12,1409.2965866407278
13,1367.644801239382
14,1327.2240349583876
15,1287.9979050173768
16,1249.9311039289194
17,1212.9893677182695
18,1177.1394450823755
19,1142.3490674603931
20,1108.5869199887625
21,1075.8226133147057
22,1044.0266562427755
23,1013.1704291898326
