,beta,gamma,sse
0,0.02,0.01,529.245937552052
1,0.03,0.01,1482.5385574068275
2,0.03,0.02,529.288185581873
3,0.04,0.01,5950.5804383676805
4,0.04,0.02,1482.3858384761888
5,0.04,0.03,529.330452792461
6,0.05,0.01,14126.148817781956
7,0.05,0.02,5950.221835117345
8,0.05,0.03,1482.233059102923
9,0.05,0.04,529.3727391970054
10,0.060000000000000005,0.01,26210.674064762152
11,0.060000000000000005,0.02,14125.572911701267
12,0.060000000000000005,0.03,5949.863086138902
13,0.060000000000000005,0.04,1482.0802193011752
14,0.060000000000000005,0.05,529.415044808751
15,0.07,0.01,42414.60582082541
16,0.07,0.02,26209.868914358096
17,0.07,0.03,14124.996768622228
18,0.07,0.04,5949.504191447438
19,0.07,0.05,1481.9273190851432
20,0.07,0.060000000000000005,529.4573696409084
21,0.08,0.01,62957.794060141285
22,0.08,0.02,42413.55893886667
23,0.08,0.03,26209.063429360765
24,0.08,0.04,14124.420388560859
25,0.08,0.05,5949.145151058253
26,0.08,0.060000000000000005,1481.7743584689981
27,0.08,0.07,529.4997137067148
28,0.09,0.01,88069.88565883861
29,0.09,0.02,62956.49238993718
30,0.09,0.03,42412.51161803728
31,0.09,0.04,26208.25760978765
32,0.09,0.05,14123.843771533717
33,0.09,0.060000000000000005,5948.785964986452
34,0.09,0.07,1481.6213374669303
35,0.09,0.08,529.5420770194111
36,0.09999999999999999,0.01,117990.7370852933
37,0.09999999999999999,0.02,88068.3155495151
38,0.09999999999999999,0.03,62955.19016952576
39,0.09999999999999999,0.04,42411.46385835569
40,0.09999999999999999,0.05,26207.451455655933
41,0.09999999999999999,0.060000000000000005,14123.266917556792
42,0.09999999999999999,0.07,5948.426633247223
43,0.09999999999999999,0.08,1481.4682560931276
44,0.09999999999999999,0.09,529.5844595922454
45,0.10999999999999999,0.01,152970.84384658944
46,0.10999999999999999,0.02,117988.88426602092
47,0.10999999999999999,0.03,88066.74477119134
48,0.10999999999999999,0.04,62953.88739892685
49,0.10999999999999999,0.05,42410.41565984069
50,0.10999999999999999,0.060000000000000005,26206.644966982993
51,0.10999999999999999,0.07,14122.68982664646
52,0.10999999999999999,0.08,5948.067155855842
53,0.10999999999999999,0.09,1481.315114361809
54,0.10999999999999999,0.09999999999999999,529.6268614384601
55,0.11999999999999998,0.01,193271.78735048498
56,0.11999999999999998,0.02,152968.69339972356
