,I_t
0,113.0
1,114.12925588439563
2,115.2697876822568
3,116.42170780145754
4,117.58512976672971
5,118.76016823068505
6,119.9469389849445
7,121.1455589713757
8,122.35614629343998
9,123.57882022764946
10,124.81370123513577
11,126.06091097333089
12,127.32057230776181
13,128.59280932395947
14,129.87774733948348
15,131.17551291606352
16,132.4862338718585
17,133.81003929383468
18,135.14705955026386
19,136.49742630334265
20,137.86127252193415
21,139.23873249443284
22,140.62994184175434
23,142.0350375304508
