,I_t
0,1794.0
1,1812.0279369815353
2,1830.2370360656575
3,1848.629117724805
4,1867.2060207247
5,1885.969602308165
6,1904.9217383807827
7,1924.0643236984251
8,1943.3992720566632
9,1962.9285164820826
10,1982.6540094255192
11,2002.5777229572382
12,2022.7016489640725
13,2043.027799348543
14,2063.558206229979
15,2084.2949221476592
16,2105.2400202659933
17,2126.3955945817665
18,2147.7637601334654
19,2169.3466532127063
20,2191.146431577788
21,2213.165274669392
22,2235.4053838284476
23,2257.8689825161864
