,I_t
0,11357.0
1,14728.932409161347
2,19101.805136198927
3,24772.606985978702
4,32126.354172964693
5,41662.118837534814
6,54026.71102111127
7,70058.23529811543
8,90842.36787997294
9,117784.98643487765
10,152705.76522549638
11,197958.55349491772
12,256585.80801945523
13,332516.0519071674
14,430815.23443864746
15,558004.8339684313
16,722461.2773103677
17,934912.162299807
18,1209043.8140092613
19,1562230.07681631
20,2016380.9898174165
21,2598887.4907188374
22,3343597.7118173125
23,4291692.439973945
