,I_t
0,37199.0
1,34684.099220249904
2,32339.222445196785
3,30152.874932752035
4,28114.33905970123
5,26213.621783623174
6,24441.40565668741
7,22789.003151205732
8,21248.31407304637
9,19811.785854155398
10,18472.376529542522
11,17223.520217247104
12,16059.094932069253
13,14973.392575290532
14,13961.090953275187
15,13017.227687787978
16,12137.175890137702
17,11316.621479901489
18,10551.542037046542
19,9838.187083782532
20,9173.059699486294
21,8552.89937857507
22,7974.66604729742
23,7435.525161091854
