,I_t
0,3236.0
1,2987.0487704771235
2,2757.2449276186244
3,2545.1165249779124
4,2349.3046645822133
5,2168.5548303783808
6,2001.7088837366039
7,1847.6976707829413
8,1705.5341950907862
9,1574.3073127469013
10,1453.1759100383586
11,1341.3635270001619
12,1238.1533928361432
13,1142.8838417934207
14,1054.9440804478743
15,973.7702795583316
16,898.8419656832128
17,829.6786896371187
18,765.8369506073451
19,706.9073563618886
20,652.512001470776
21,602.3020468404434
22,555.9554851347069
23,513.1750778333442
