,beta,gamma,sse
0,0.02,0.01,1408405.8833076383
1,0.03,0.01,1362096.0297355084
2,0.03,0.02,1408405.9141594542
3,0.04,0.01,1315729.3991613
4,0.04,0.02,1362096.0611701268
5,0.04,0.03,1408405.9455330418
6,0.05,0.01,1269333.5010863505
7,0.05,0.02,1315729.431169848
8,0.05,0.03,1362096.0931311846
9,0.05,0.04,1408405.9774284028
10,0.060000000000000005,0.01,1222937.498992633
11,0.060000000000000005,0.02,1269333.5336580146
12,0.060000000000000005,0.03,1315729.4637092438
13,0.060000000000000005,0.04,1362096.1256186808
14,0.060000000000000005,0.05,1408406.0098455357
15,0.07,0.01,1176572.288140635
16,0.07,0.02,1222937.5321145025
17,0.07,0.03,1269333.5667646555
18,0.07,0.04,1315729.4967794889
19,0.07,0.05,1362096.158632615
20,0.07,0.060000000000000005,1408406.0427844406
21,0.08,0.01,1130270.5766817317
22,0.08,0.02,1176572.3217975332
23,0.08,0.03,1222937.5657751714
24,0.08,0.04,1269333.6004062754
25,0.08,0.05,1315729.5303805838
26,0.08,0.060000000000000005,1362096.1921729895
27,0.08,0.07,1408406.0762451182
28,0.09,0.01,1084066.9702185723
29,0.09,0.02,1130270.6108560322
30,0.09,0.03,1176572.3559967147
31,0.09,0.04,1222937.5999746388
32,0.09,0.05,1269333.6345828725
33,0.09,0.060000000000000005,1315729.564512527
34,0.09,0.07,1362096.2262398016
35,0.09,0.08,1408406.1102275683
36,0.09999999999999999,0.01,1037998.059952111
37,0.09999999999999999,0.02,1084067.0048900072
38,0.09999999999999999,0.03,1130270.645575735
39,0.09999999999999999,0.04,1176572.3907381806
40,0.09999999999999999,0.05,1222937.6347129052
41,0.09999999999999999,0.060000000000000005,1269333.6692944479
42,0.09999999999999999,0.07,1315729.599175319
43,0.09999999999999999,0.08,1362096.2608330527
44,0.09999999999999999,0.09,1408406.1447317905
45,0.10999999999999999,0.01,992102.5145592422
46,0.10999999999999999,0.02,1037998.0950975642
47,0.10999999999999999,0.03,1084067.0401095646
48,0.10999999999999999,0.04,1130270.68084084
49,0.10999999999999999,0.05,1176572.42602193
50,0.10999999999999999,0.060000000000000005,1222937.6699899705
51,0.10999999999999999,0.07,1269333.704541001
52,0.10999999999999999,0.08,1315729.6343689598
53,0.10999999999999999,0.09,1362096.2959527427
54,0.10999999999999999,0.09999999999999999,1408406.1797577853
55,0.11999999999999998,0.01,946421.175950495
56,0.11999999999999998,0.02,992102.5501525311
57,0.11999999999999998,0.03,1037998.1307934289
58,0.11999999999999998,0.04,1084067.0758772448
59,0.11999999999999998,0.05,1130270.7166513477
60,0.11999999999999998,0.060000000000000005,1176572.461847963
61,0.11999999999999998,0.07,1222937.7058058346
62,0.11999999999999998,0.08,1269333.7403225312
63,0.11999999999999998,0.09,1315729.6700934498
64,0.11999999999999998,0.09999999999999999,1362096.3315988714
65,0.11999999999999998,0.10999999999999999,1408406.2153055524
66,0.12999999999999998,0.01,900997.1590629595
67,0.12999999999999998,0.02,946421.2119621363
68,0.12999999999999998,0.03,992102.5862980518
69,0.12999999999999998,0.04,1037998.1670397042
70,0.12999999999999998,0.05,1084067.1121930475
71,0.12999999999999998,0.060000000000000005,1130270.7530072574
72,0.12999999999999998,0.07,1176572.4982162802
73,0.12999999999999998,0.08,1222937.742160498
74,0.12999999999999998,0.09,1269333.7766390396
75,0.12999999999999998,0.09999999999999999,1315729.7063487892
76,0.12999999999999998,0.10999999999999999,1362096.3677714386
77,0.12999999999999998,0.11999999999999998,1408406.2513750915
78,0.13999999999999999,0.01,855875.9558495276
79,0.13999999999999999,0.02,900997.1954599185
80,0.13999999999999999,0.03,946421.2485273221
81,0.13999999999999999,0.04,992102.6229958029
82,0.13999999999999999,0.05,1037998.2038363904
83,0.13999999999999999,0.060000000000000005,1084067.1490569732
84,0.13999999999999999,0.07,1130270.7899085695
85,0.13999999999999999,0.08,1176572.5351268805
86,0.13999999999999999,0.09,1222937.7790539595
87,0.13999999999999999,0.09999999999999999,1269333.813490526
88,0.13999999999999999,0.10999999999999999,1315729.7431349764
89,0.13999999999999999,0.11999999999999998,1362096.4044704442
90,0.13999999999999999,0.12999999999999998,1408406.2879664025
91,0.15,0.01,811105.5436316661
92,0.15,0.02,855875.9925949549
93,0.15,0.03,900997.2324111889
94,0.15,0.04,946421.2856460524
95,0.15,0.05,992102.6602457849
96,0.15,0.060000000000000005,1037998.2411834873
97,0.15,0.07,1084067.186469021
98,0.15,0.08,1130270.8273552835
99,0.15,0.09,1176572.5725797652
100,0.15,0.09999999999999999,1222937.8164862206
101,0.15,0.10999999999999999,1269333.8508769902
102,0.15,0.11999999999999998,1315729.7804520128
103,0.15,0.12999999999999998,1362096.441695889
104,0.15,0.13999999999999999,1408406.3250794862
105,0.16,0.01,766736.4979892842
106,0.16,0.02,811105.5806846139
107,0.16,0.03,855876.0298948705
108,0.16,0.04,900997.2699167705
109,0.16,0.05,946421.3233183274
110,0.16,0.060000000000000005,992102.6980479978
111,0.16,0.07,1037998.2790809947
112,0.16,0.08,1084067.2244291916
113,0.16,0.09,1130270.8653474
114,0.16,0.09999999999999999,1176572.6105749328
115,0.16,0.10999999999999999,1222937.8544572797
116,0.16,0.11999999999999998,1269333.888798432
117,0.16,0.12999999999999998,1315729.818299898
118,0.16,0.13999999999999999,1362096.4794477723
119,0.16,0.15,1408406.362714342
120,0.17,0.01,722822.1103678506
121,0.17,0.02,766736.5353044074
122,0.17,0.03,811105.6182915918
123,0.17,0.04,855876.067749274
124,0.17,0.05,900997.3079766633
125,0.17,0.060000000000000005,946421.3615441467
126,0.17,0.07,992102.7364024413
127,0.17,0.08,1037998.3175289134
128,0.17,0.09,1084067.2629374848
129,0.17,0.09999999999999999,1130270.9038849187
130,0.17,0.10999999999999999,1176572.6491123845
131,0.17,0.11999999999999998,1222937.892967138
132,0.17,0.12999999999999998,1269333.9272548514
133,0.17,0.13999999999999999,1315729.8566786319
134,0.17,0.15,1362096.517726094
135,0.17,0.16,1408406.4008709707
136,0.18000000000000002,0.01,679418.5105897129
137,0.18000000000000002,0.02,722822.147895086
138,0.18000000000000002,0.03,766736.573172419
139,0.18000000000000002,0.04,811105.6564525994
140,0.18000000000000002,0.05,855876.1061581655
141,0.18000000000000002,0.060000000000000005,900997.3465908674
142,0.18000000000000002,0.07,946421.4003235103
143,0.18000000000000002,0.08,992102.7753091156
144,0.18000000000000002,0.09,1037998.3565272426
145,0.18000000000000002,0.09999999999999999,1084067.301993901
146,0.18000000000000002,0.10999999999999999,1130270.9429678402
147,0.18000000000000002,0.11999999999999998,1176572.6881921198
148,0.18000000000000002,0.12999999999999998,1222937.9320157953
149,0.18000000000000002,0.13999999999999999,1269333.9662462492
150,0.18000000000000002,0.15,1315729.8955882145
151,0.18000000000000002,0.16,1362096.556530854
152,0.18000000000000002,0.17,1408406.4395493707
153,0.19000000000000003,0.01,636584.7944636568
154,0.19000000000000003,0.02,679418.5482739389
155,0.19000000000000003,0.03,722822.185973332
156,0.19000000000000003,0.04,766736.6115933179
157,0.19000000000000003,0.05,811105.6951676372
158,0.19000000000000003,0.060000000000000005,855876.145121546
159,0.19000000000000003,0.07,900997.3857593832
160,0.19000000000000003,0.08,946421.4396564183
161,0.19000000000000003,0.09,992102.8147680208
162,0.19000000000000003,0.09999999999999999,1037998.3960759825
163,0.19000000000000003,0.10999999999999999,1084067.3415984395
164,0.19000000000000003,0.11999999999999998,1130270.9825961636
165,0.19000000000000003,0.12999999999999998,1176572.7278141389
166,0.19000000000000003,0.13999999999999999,1222937.9716032513
167,0.19000000000000003,0.15,1269334.005772624
168,0.19000000000000003,0.16,1315729.9350286466
169,0.19000000000000003,0.17,1362096.5958620524
170,0.19000000000000003,0.18000000000000002,1408406.4787495432
171,0.20000000000000004,0.01,594383.1566940404
172,0.20000000000000004,0.02,636584.8322443317
173,0.20000000000000004,0.03,679418.5865065099
174,0.20000000000000004,0.04,722822.2246025896
175,0.20000000000000004,0.05,766736.6505671049
176,0.20000000000000004,0.060000000000000005,811105.7344367045
177,0.20000000000000004,0.07,855876.1846394143
178,0.20000000000000004,0.08,900997.4254822094
179,0.20000000000000004,0.09,946421.4795428709
180,0.20000000000000004,0.09999999999999999,992102.8547791567
181,0.20000000000000004,0.10999999999999999,1037998.4361751332
182,0.20000000000000004,0.11999999999999998,1084067.3817511005
183,0.20000000000000004,0.12999999999999998,1130271.0227698889
184,0.20000000000000004,0.13999999999999999,1176572.767978441
185,0.20000000000000004,0.15,1222938.011729506
186,0.20000000000000004,0.16,1269334.0458339772
187,0.20000000000000004,0.17,1315729.9749999265
188,0.20000000000000004,0.18000000000000002,1362096.63571969
189,0.20000000000000004,0.19000000000000003,1408406.518471488
190,0.21000000000000005,0.01,552879.0292984211
191,0.21000000000000005,0.02,594383.1945048182
192,0.21000000000000005,0.03,636584.8705698404
193,0.21000000000000005,0.04,679418.6252874265
194,0.21000000000000005,0.05,722822.2637828582
