,I_t
0,49631.0
1,47210.44244224099
2,44907.9379435286
3,42717.728950270335
4,40634.33870855575
5,38652.55756950149
6,36767.429962474926
7,34974.24200362545
8,33268.50970874117
9,31645.96778095919
10,30102.558945295015
11,28634.423803323818
12,27237.891182646472
13,25909.46895701062
14,24645.83531413348
15,23443.830449392608
16,22300.448664615527
17,21212.830852211955
18,20178.25734585587
19,19194.141119841068
20,18258.021320105658
21,17367.55711075025
22,16520.521820663354
23,15714.797375617924
