,I_t
0,118.0
1,119.17921297391646
2,120.37020017044462
3,121.5730789512188
4,122.78796784364029
5,124.01498655237546
6,125.25425597096567
7,126.50589819355005
8,127.77003652670194
9,129.04679550138053
10,130.3363008849984
11,131.63867969360618
12,132.9540602041955
13,134.28257196712133
14,135.62434581864437
15,136.97951389359568
16,138.34820963816347
17,139.73056782280395
18,141.1267245552774
19,142.53681729380995
20,143.96098486038326
21,145.39936745415247
22,146.85210666499395
23,148.31934548718408
