,I_t
0,1699.0
1,1632.3803255900639
2,1568.3728823206675
3,1506.8752417327207
4,1447.7889916987072
5,1391.0195789380264
6,1336.4761577074726
7,1284.0714444247149
8,1233.7215779921412
9,1185.3459855975507
10,1138.8672537769398
11,1094.2110045330505
12,1051.3057763114418
13,1010.0829096436124
14,970.4764372741781
15,932.4229785962779
16,895.8616382262793
17,860.7339085554773
18,826.983576122844
19,794.5566316590025
20,763.4011836574721
21,733.4673753348778
22,704.7073048472382
23,677.0749486346579
