,beta,gamma,sse
0,0.02,0.01,11232928.245327206
1,0.03,0.01,10939791.501552198
2,0.03,0.02,11232928.68663583
3,0.04,0.01,10645241.626746936
4,0.04,0.02,10939791.953195512
5,0.04,0.03,11232929.1358054
6,0.05,0.01,10349399.900475767
7,0.05,0.02,10645242.088748809
8,0.05,0.03,10939792.41280042
9,0.05,0.04,11232929.592835935
10,0.060000000000000005,0.01,10052395.831098365
11,0.060000000000000005,0.02,10349400.372841503
12,0.060000000000000005,0.03,10645242.558811072
13,0.060000000000000005,0.04,10939792.88036692
14,0.060000000000000005,0.05,11232930.057727419
15,0.07,0.01,9754367.556457167
16,0.07,0.02,10052396.313812958
17,0.07,0.03,10349400.853364328
18,0.07,0.04,10645243.036933728
19,0.07,0.05,10939793.355895009
20,0.07,0.060000000000000005,11232930.53047986
21,0.08,0.01,9455462.26188095
22,0.08,0.02,9754368.049483437
23,0.08,0.03,10052396.804778954
24,0.08,0.04,10349401.342044244
25,0.08,0.05,10645243.523116777
26,0.08,0.060000000000000005,10939793.839384688
27,0.08,0.07,11232931.011093257
28,0.09,0.01,9155836.616206093
29,0.09,0.02,9455462.76515753
30,0.09,0.03,9754368.550852727
31,0.09,0.04,10052397.30399635
32,0.09,0.05,10349401.838881245
33,0.09,0.060000000000000005,10645244.01736021
34,0.09,0.07,10939794.330835953
35,0.09,0.08,11232931.499567604
36,0.09999999999999999,0.01,8855657.22654427
37,0.09999999999999999,0.02,9155837.129645292
38,0.09999999999999999,0.03,9455463.276865741
39,0.09999999999999999,0.04,9754369.060565043
40,0.09999999999999999,0.05,10052397.811465144
41,0.09999999999999999,0.060000000000000005,10349402.343875336
42,0.09999999999999999,0.07,10645244.519664036
43,0.09999999999999999,0.08,10939794.83024881
44,0.09999999999999999,0.09,11232931.995902903
45,0.10999999999999999,0.01,8555101.1125532
46,0.10999999999999999,0.02,8855657.750029797
47,0.10999999999999999,0.03,9155837.65160137
48,0.10999999999999999,0.04,9455463.797005579
49,0.10999999999999999,0.05,9754369.57862038
50,0.10999999999999999,0.060000000000000005,10052398.327185338
51,0.10999999999999999,0.07,10349402.85702651
52,0.10999999999999999,0.08,10645245.03002825
53,0.10999999999999999,0.09,10939795.337623253
54,0.10999999999999999,0.09999999999999999,11232932.500099156
55,0.11999999999999998,0.01,8254356.2009960655
56,0.11999999999999998,0.02,8555101.645937685
57,0.11999999999999998,0.03,8855658.282113714
58,0.11999999999999998,0.04,9155838.182074327
59,0.11999999999999998,0.05,9455464.325577043
60,0.11999999999999998,0.060000000000000005,9754370.10501873
61,0.11999999999999998,0.07,10052398.851156928
62,0.11999999999999998,0.08,10349403.378334772
63,0.11999999999999998,0.09,10645245.548452849
64,0.11999999999999998,0.09999999999999999,10939795.852959283
65,0.11999999999999998,0.10999999999999999,11232933.012156356
66,0.12999999999999998,0.01,7953621.841405441
67,0.12999999999999998,0.02,8254356.744098474
68,0.12999999999999998,0.03,8555102.18799796
69,0.12999999999999998,0.04,8855658.822796026
70,0.12999999999999998,0.05,9155838.721064158
71,0.12999999999999998,0.060000000000000005,9455464.862580137
72,0.12999999999999998,0.07,9754370.639760103
73,0.12999999999999998,0.08,10052399.383379914
74,0.12999999999999998,0.09,10349403.907800116
75,0.12999999999999998,0.09999999999999999,10645246.074937835
76,0.12999999999999998,0.10999999999999999,10939796.376256898
77,0.12999999999999998,0.11999999999999998,11232933.53207451
78,0.13999999999999999,0.01,7653109.3436985575
79,0.13999999999999999,0.02,7953622.394008278
80,0.13999999999999999,0.03,8254357.295949538
81,0.13999999999999999,0.04,8555102.73873403
82,0.13999999999999999,0.05,8855659.372076735
83,0.13999999999999999,0.060000000000000005,9155839.268570863
84,0.13999999999999999,0.07,9455465.408014854
85,0.13999999999999999,0.08,9754371.182844492
86,0.13999999999999999,0.09,10052399.9238543
87,0.13999999999999999,0.09999999999999999,10349404.445422547
88,0.13999999999999999,0.10999999999999999,10645246.609483209
89,0.13999999999999999,0.11999999999999998,10939796.9075161
90,0.13999999999999999,0.12999999999999998,11232934.05985361
91,0.15,0.01,7353042.5386231365
92,0.15,0.02,7653109.905544895
93,0.15,0.03,7953622.955427654
94,0.15,0.04,8254357.856549256
95,0.15,0.05,8555103.298145896
96,0.15,0.060000000000000005,8855659.929955835
97,0.15,0.07,9155839.824594438
98,0.15,0.08,9455465.961881196
99,0.15,0.09,9754371.734271903
100,0.15,0.09999999999999999,10052400.472580079
101,0.15,0.10999999999999999,10349404.991202062
102,0.15,0.11999999999999998,10645247.15208896
103,0.15,0.12999999999999998,10939797.446736887
104,0.15,0.13999999999999999,11232934.59549366
105,0.16,0.01,7053658.361946438
106,0.16,0.02,7353043.109413427
107,0.16,0.03,7653110.476270194
108,0.16,0.04,7953623.52566357
109,0.16,0.05,8254358.425897635
110,0.16,0.060000000000000005,8555103.866233554
111,0.16,0.07,8855660.496433329
112,0.16,0.08,9155840.389134888
113,0.16,0.09,9455466.524179166
114,0.16,0.09999999999999999,9754372.294042327
115,0.16,0.10999999999999999,10052401.029557254
116,0.16,0.11999999999999998,10349405.545138659
117,0.16,0.12999999999999998,10645247.702755103
118,0.16,0.13999999999999999,10939797.993919255
119,0.16,0.15,11232935.138994658
120,0.17,0.01,6755207.46333488
121,0.17,0.02,7053658.941335138
122,0.17,0.03,7353043.689139152
123,0.17,0.04,7653111.055874465
124,0.17,0.05,7953624.104716017
125,0.17,0.060000000000000005,8254359.003994667
126,0.17,0.07,8555104.442997001
127,0.17,0.08,8855661.071509216
128,0.17,0.09,9155840.962192206
129,0.17,0.09999999999999999,9455467.094908755
130,0.17,0.10999999999999999,9754372.862155769
131,0.17,0.11999999999999998,10052401.594785824
132,0.17,0.12999999999999998,10349406.107232334
133,0.17,0.13999999999999999,10645248.26148163
134,0.17,0.15,10939798.549063206
135,0.17,0.16,11232935.690356601
136,0.18000000000000002,0.01,6457954.840907401
137,0.18000000000000002,0.02,6755208.050926831
138,0.18000000000000002,0.03,7053659.529709262
139,0.18000000000000002,0.04,7353044.277800322
140,0.18000000000000002,0.05,7653111.644357699
141,0.18000000000000002,0.060000000000000005,7953624.692585006
142,0.18000000000000002,0.07,8254359.590840355
143,0.18000000000000002,0.08,8555105.028436245
144,0.18000000000000002,0.09,8855661.65518349
145,0.18000000000000002,0.09999999999999999,9155841.5437664
146,0.18000000000000002,0.10999999999999999,9455467.674069973
147,0.18000000000000002,0.11999999999999998,9754373.438612225
148,0.18000000000000002,0.12999999999999998,10052402.168265786
149,0.18000000000000002,0.13999999999999999,10349406.677483099
150,0.18000000000000002,0.15,10645248.828268535
151,0.18000000000000002,0.16,10939799.112168739
152,0.18000000000000002,0.17,11232936.24957949
153,0.19000000000000003,0.01,6162180.50248314
154,0.19000000000000003,0.02,6457955.436253992
155,0.19000000000000003,0.03,6755208.647547135
156,0.19000000000000003,0.04,7053660.127068803
157,0.19000000000000003,0.05,7353044.875396926
158,0.19000000000000003,0.060000000000000005,7653112.241719895
159,0.19000000000000003,0.07,7953625.289270529
160,0.19000000000000003,0.08,8254360.186434693
161,0.19000000000000003,0.09,8555105.622551274
162,0.19000000000000003,0.09999999999999999,8855662.247456158
163,0.19000000000000003,0.10999999999999999,9155842.133857459
164,0.19000000000000003,0.11999999999999998,9455468.261662807
165,0.19000000000000003,0.12999999999999998,9754374.023411699
166,0.19000000000000003,0.13999999999999999,10052402.749997145
167,0.19000000000000003,0.15,10349407.255890938
168,0.19000000000000003,0.16,10645249.403115826
169,0.19000000000000003,0.17,10939799.683235856
170,0.19000000000000003,0.18000000000000002,11232936.81666333
171,0.20000000000000004,0.01,5868180.1545822965
172,0.20000000000000004,0.02,6162181.105078201
173,0.20000000000000004,0.03,6457956.040664208
174,0.20000000000000004,0.04,6755209.253195792
175,0.20000000000000004,0.05,7053660.733413771
176,0.20000000000000004,0.060000000000000005,7353045.481928971
