,I_t
0,15806.0
1,18734.866420568072
2,22206.444847502476
3,26321.294621506808
4,31198.606184285287
5,36979.65230929308
6,43831.87838003441
7,51953.74994014348
8,61580.49756848437
9,72990.92497477689
10,86515.47679763575
11,102545.79877847593
12,121546.06579484075
13,144066.40385625302
14,170758.7919919011
15,202395.90062834884
16,239893.40647789606
17,284336.42235957435
18,337010.79633719835
19,399440.17106516036
20,473429.85470911267
21,561118.7431638206
22,665040.7539432507
23,788197.4900072615
