,I_t
0,29864.0
1,27566.324973657254
2,25445.013289059392
3,23486.589288255167
4,21678.597842579675
5,20009.528423668435
6,18468.744620705562
7,17046.418744039085
8,15733.471174261875
9,14521.514134633537
10,13402.799583139027
11,12370.17093841398
12,11417.018371117694
13,10537.237409031826
14,9725.190620157278
15,8975.67215334304
16,8283.874930492526
17,7645.360298150875
18,7056.029959285554
19,6512.100018344743
20,6010.07698423113
21,5546.7355866851185
22,5119.098271756299
23,4724.416251582877
