,I_t
0,1325.0
1,1918.1639557579788
2,2776.8663906984266
3,4019.9753408400247
4,5819.5654754465695
5,8424.729010186362
6,12196.03699426409
7,17655.408820372162
8,25558.2667591706
9,36997.90781296883
10,53556.42328658172
11,77522.81063080455
12,112207.95236970321
13,162398.97864278033
14,235013.63795985913
15,340040.5096922855
16,491885.2956834184
17,711288.9046296356
18,1028039.9602537142
19,1484768.5398829563
20,2142164.0558680985
21,3085968.3975654338
22,4435966.2812211085
23,6356746.484308295
