,I_t
0,1835.0
1,1798.6635403633181
2,1763.0466109082759
3,1728.1349635940692
4,1693.9146325173517
5,1660.3719283254072
6,1627.4934327399499
7,1595.2659931893638
8,1563.6767175472326
9,1532.7129689750548
10,1502.3623608670837
11,1472.6127518952665
12,1443.4522411523028
13,1414.8691633908795
14,1386.8520843571757
15,1359.3897962167734
16,1332.4713130711432
17,1306.0858665629103
18,1280.222901568145
19,1254.8720719739524
20,1230.023236539674
21,1205.6664548400443
22,1181.79198328868
23,1158.390271240312
