,I_t
0,1436.0
1,1407.4874045730844
2,1379.5396380457914
3,1352.1455626381082
4,1325.2942581706982
5,1298.9750178934898
6,1273.1773443910604
7,1247.890945563527
8,1223.1057306816758
9,1198.8118065150763
10,1174.9994735319435
11,1151.659222169525
12,1128.7817291738108
13,1106.3578540073759
14,1084.378635324183
15,1062.835287510193
16,1041.7191972886358
17,1021.0219203888272
18,1000.7351782774167
19,980.8508549509779
20,961.3609937888642
21,942.2577944652718
22,923.5336099194625
23,905.1809433831198
