,beta,gamma,sse
0,0.01,0.02,29834.76600137348
1,0.01,0.03,21169.626755016754
2,0.02,0.03,29834.2277355401
3,0.01,0.04,14129.495547464317
4,0.02,0.04,21169.182867680225
5,0.03,0.04,29833.689326618485
6,0.01,0.05,8633.4959880887
7,0.02,0.05,14129.141358413604
8,0.03,0.05,21168.73886465757
9,0.04,0.05,29833.15077461349
10,0.01,0.060000000000000005,4604.1800980816115
11,0.02,0.060000000000000005,8633.22701534591
12,0.03,0.060000000000000005,14128.787079367146
13,0.04,0.060000000000000005,21168.294745953044
14,0.05,0.060000000000000005,29832.612079529925
15,0.01,0.07,1967.3894313346655
16,0.02,0.07,4603.9920498762895
17,0.03,0.07,8632.957976677199
18,0.04,0.07,14128.432710329282
19,0.05,0.07,21167.850511571392
20,0.060000000000000005,0.07,29832.0732413726
21,0.01,0.08,652.1216511342865
22,0.02,0.08,1967.278198392356
23,0.03,0.08,4603.803958279993
24,0.04,0.08,8632.688872086577
25,0.05,0.08,14128.078251304216
26,0.060000000000000005,0.08,21167.406161517072
27,0.07,0.08,29831.534260146356
28,0.01,0.09,590.4023534936183
29,0.02,0.09,652.0832992685714
30,0.03,0.09,1967.1669431409082
31,0.04,0.09,4603.615823296515
32,0.05,0.09,8632.41970157805
33,0.060000000000000005,0.09,14127.723702296265
34,0.07,0.09,21166.9616957946
35,0.08,0.09,29830.995135856196
36,0.01,0.09999999999999999,1717.1619357295513
37,0.02,0.09999999999999999,590.433116489623
38,0.03,0.09999999999999999,652.0449447999277
39,0.04,0.09999999999999999,1967.055665583785
40,0.05,0.09999999999999999,4603.427644929523
41,0.060000000000000005,0.09999999999999999,8632.15046515554
42,0.07,0.09999999999999999,14127.36906330963
43,0.08,0.09999999999999999,21166.51711440852
44,0.09,0.09999999999999999,29830.455868506753
45,0.01,0.10999999999999999,3970.1173164015327
46,0.02,0.10999999999999999,1717.2582085077513
47,0.03,0.10999999999999999,590.4638952870038
48,0.04,0.10999999999999999,652.0065877316142
49,0.05,0.10999999999999999,1966.944365724478
50,0.060000000000000005,0.10999999999999999,4603.239423182769
