,I_t
0,42924.0
1,40019.570760767725
2,37310.76516058116
3,34784.525695592594
4,32428.65086264391
5,30231.741097903832
6,28183.14785518398
7,26272.92567937575
8,24491.78713151211
9,22831.060424045798
10,21282.649627844658
11,19838.997315961245
12,18493.049513289563
13,17238.222825650635
14,16068.37362654457
15,14977.769184680623
16,13961.06062037394
17,13013.257583916475
18,12129.704554039145
19,11306.058659541339
20,10538.268932038698
21,9822.556902544593
22,9155.398459233897
23,8533.506888223885
