,beta,gamma,sse
0,0.01,0.02,158939.50114351392
1,0.01,0.03,171317.24314043182
2,0.02,0.03,156897.32807992294
3,0.01,0.04,1484490.3429032357
4,0.02,0.04,173429.5609201952
5,0.03,0.04,154859.7150619649
6,0.01,0.05,4059755.591689607
7,0.02,0.05,1490633.7777846383
8,0.03,0.05,175563.9033853006
9,0.04,0.05,152826.83335405975
10,0.01,0.060000000000000005,7859304.659272186
11,0.02,0.060000000000000005,4069809.625162173
12,0.03,0.060000000000000005,1496816.0658245685
13,0.04,0.060000000000000005,177720.43537633753
14,0.05,0.060000000000000005,150798.85491682406
15,0.01,0.07,12846204.843102323
16,0.02,0.07,7873151.566661201
17,0.03,0.07,4079918.7221652577
18,0.04,0.07,1503037.3656257284
19,0.05,0.07,179899.32240242342
20,0.060000000000000005,0.07,148775.95240653324
21,0.01,0.08,18984380.13901464
22,0.02,0.08,12863729.633202022
23,0.03,0.08,7887069.14744743
24,0.04,0.08,4090083.035244634
25,0.05,0.08,1509297.8364325895
26,0.060000000000000005,0.08,182100.7306406274
27,0.07,0.08,146758.29917466207
28,0.01,0.09,26238592.628922492
29,0.02,0.09,19005470.494734984
30,0.03,0.09,12881340.12319752
31,0.04,0.09,7901057.5482960455
32,0.05,0.09,4100302.717562182
33,0.060000000000000005,0.09,1515597.6381308213
34,0.07,0.09,184324.82693560066
35,0.08,0.09,144746.0692673774
36,0.01,0.09999999999999999,34574424.18100452
37,0.02,0.09999999999999999,26263138.848935194
38,0.03,0.09999999999999999,19026661.010170788
39,0.04,0.09999999999999999,12899036.45404524
40,0.05,0.09999999999999999,7915116.916463352
41,0.060000000000000005,0.09999999999999999,4110577.9228949063
42,0.07,0.09999999999999999,1521936.9312468946
43,0.08,0.09999999999999999,186571.7787989958
44,0.09,0.09999999999999999,142739.43742500778
45,0.01,0.10999999999999999,43958258.457928576
46,0.02,0.10999999999999999,34602319.12237464
47,0.03,0.10999999999999999,26287799.13805525
48,0.04,0.10999999999999999,19047951.820736356
49,0.05,0.10999999999999999,12916818.767268041
50,0.060000000000000005,0.10999999999999999,7929247.399795771
51,0.07,0.10999999999999999,4120908.8056347757
52,0.08,0.10999999999999999,1528315.8769475417
53,0.09,0.10999999999999999,188841.75440905732
54,0.09999999999999999,0.10999999999999999,140738.57908159957
55,0.01,0.11999999999999998,54357263.22870712
56,0.02,0.11999999999999998,43989397.47971607
57,0.03,0.11999999999999998,34630341.50763943
58,0.04,0.11999999999999998,26312573.626317814
59,0.05,0.11999999999999998,19069343.06238972
60,0.060000000000000005,0.11999999999999998,12934687.20495511
61,0.07,0.11999999999999998,7943449.1467297245
62,0.08,0.11999999999999998,4131295.5207883855
63,0.09,0.11999999999999998,1534734.6370394293
64,0.09999999999999999,0.11999999999999998,191134.92261007338
65,0.10999999999999999,0.11999999999999998,138743.67036434996
66,0.01,0.12999999999999998,65739372.97982787
67,0.02,0.12999999999999998,54391544.13652679
68,0.03,0.12999999999999998,44020676.800986424
69,0.04,0.12999999999999998,34658491.46161275
70,0.05,0.12999999999999998,26337462.444278426
71,0.060000000000000005,0.12999999999999998,19090834.87163107
72,0.07,0.12999999999999998,12952641.909761427
73,0.08,0.12999999999999998,7957722.306291031
74,0.09,0.12999999999999998,4141738.2239760864
75,0.09999999999999999,0.12999999999999998,1541193.3739685419
76,0.10999999999999999,0.12999999999999998,193451.45291196424
77,0.11999999999999998,0.12999999999999998,136754.8880931699
78,0.01,0.13999999999999999,78073271.8213461
79,0.02,0.13999999999999999,65776695.97134973
80,0.03,0.13999999999999999,54425977.6952144
81,0.04,0.13999999999999999,44052096.54148625
82,0.05,0.13999999999999999,34686769.10960764
83,0.060000000000000005,0.13999999999999999,26362465.723013226
84,0.07,0.13999999999999999,19112427.385503355
85,0.08,0.13999999999999999,12970683.024907121
86,0.09,0.13999999999999999,7972067.028094538
87,0.09999999999999999,0.13999999999999999,4152237.0714319986
88,0.10999999999999999,0.13999999999999999,1547692.2508197802
89,0.11999999999999998,0.13999999999999999,195791.5154897429
90,0.12999999999999998,0.13999999999999999,134772.4097801247
91,0.01,0.15,91328376.6836787
92,0.02,0.15,78113539.43272777
93,0.03,0.15,65814183.47552016
94,0.04,0.15,54460564.01959958
95,0.05,0.15,44083656.82144003
96,0.060000000000000005,0.15,34715174.57743504
97,0.07,0.15,26387583.594117783
98,0.08,0.15,19134120.741591223
99,0.09,0.15,12988810.694177143
100,0.09999999999999999,0.15,7986483.462343842
101,0.10999999999999999,0.15,4162792.2200032533
102,0.11999999999999998,0.15,1554231.431316485
103,0.12999999999999998,0.15,198155.28118301055
104,0.13999999999999999,0.15,132796.41362894978
105,0.01,0.16,105474820.80088413
106,0.02,0.16,91371493.73691155
107,0.03,0.16,78153982.94314192
108,0.04,0.16,65851835.60239745
109,0.05,0.16,54495303.22496926
110,0.060000000000000005,0.16,44115357.76154978
111,0.07,0.16,34743707.99140408
112,0.08,0.16,26412816.189707305
113,0.09,0.16,19155915.078020975
114,0.09999999999999999,0.16,13007025.06192115
115,0.10999999999999999,0.16,8000971.759830597
116,0.11999999999999998,0.16,4173403.8271495895
117,0.12999999999999998,0.16,1560811.0798199966
118,0.13999999999999999,0.16,200542.92149555482
119,0.15,0.16,130827.078534521
120,0.01,0.17,120483437.47626008
121,0.02,0.17,105520694.3520436
122,0.03,0.17,91414797.61399153
123,0.04,0.17,78194602.45801684
124,0.05,0.17,65889652.46247703
125,0.060000000000000005,0.17,54530195.42706706
126,0.07,0.17,44147199.48299378
127,0.08,0.17,34772369.478321366
128,0.09,0.17,26438163.6424156
129,0.09999999999999999,0.17,19177810.533460293
130,0.10999999999999999,0.17,13025326.273052746
131,0.11999999999999998,0.17,8015532.071934055
132,0.12999999999999998,0.17,4184072.050943068
133,0.13999999999999999,0.17,1567431.3613291024
134,0.15,0.17,202954.60859472572
135,0.16,0.17,128864.58408239757
136,0.01,0.18000000000000002,136325744.12613982
137,0.02,0.18000000000000002,120531976.76464237
138,0.03,0.18000000000000002,105566765.20374995
139,0.04,0.18000000000000002,91458288.41585492
140,0.05,0.18000000000000002,78235398.0831996
141,0.060000000000000005,0.18000000000000002,65927634.166691765
142,0.07,0.18000000000000002,54565240.742093116
143,0.08,0.18000000000000002,44179182.10742749
144,0.09,0.18000000000000002,34801159.16549073
