,I_t
0,66414.0
1,69813.62007335747
2,73386.95632865843
3,77142.85345724612
4,81090.60311716955
5,85239.96616794285
6,89601.19597422062
7,94185.06282582293
8,99002.87952321782
9,104066.52817925214
10,109388.48828960575
11,114981.86612612287
12,120860.42550883567
13,127038.62001413065
14,133531.62667810344
15,140355.38125569044
16,147526.61509763804
17,155062.89370875605
18,162982.6570521801
19,171305.26166551624
20,180051.0246557336
21,189241.26964048026
22,198898.37470409207
23,209045.82243690806
24,219708.25212656058
25,230911.5141696321
26,242682.72677141218
27,255050.33500039933
28,268044.1722626115
29,281695.524258634
30,296037.1954835737
31,311103.5783266271
32,326930.724822722
33,343556.421103568
34,361020.26458934613
35,379363.74395507935
36,398630.3218973274
37,418865.52071711974
38,440117.0107238382
39,462434.7014519328
40,485870.83566774864
41,510480.08612717356
42,536319.6550261126
43,563449.3760647512
44,591931.8190229798
45,621832.3967179923
46,653219.4741857116
47,686164.4798950896
48,720742.0187682152
49,757029.9867392903
50,795109.6865416112
51,835065.9443634516
52,876987.2269608958
53,920965.7587579347
54,967097.638401223
55,1015482.9541685429
56,1066225.8975559508
57,1119434.8742885678
58,1175222.6119137884
59,1233706.2630431494
60,1295007.5032100843
61,1359252.6222052048
62,1426572.6076386014
63,1497103.2193600049
64,1570985.0532426783
65,1648363.5927059215
66,1729389.2462144797
67,1814217.3688515795
68,1903008.2659165305
69,1995927.1763488334
70,2093144.2336297552
71,2194834.401660872
72,2301177.382968928
73,2412357.4964396493
74,2528563.5216423413
75,2649988.506675078
76,2776829.5363402846
77,2909287.4573562643
78,3047566.557225862
79,3191874.1933235573
80,3342420.3687319816
81,3499417.251363596
82,3663078.6329490463
83,3833619.324566848
84,4011254.4855362126
85,4196198.882702926
86,4388666.077424324
87,4588867.537910632
88,4797011.675013227
89,5013302.800072348
90,5237940.004053442
91,5471115.957918041
92,5713015.634995777
93,5963814.957051752
94,6223679.366778825
95,6492762.330586254
96,6771203.776800913
97,7059128.475738342
98,7356644.3695283625
99,7663840.861080552
100,7980787.073131217
101,8307530.089904355
102,8644093.19551905
103,8990474.124855025
104,9346643.344113214
105,9712542.379741779
106,10088082.21569937
107,10473141.780153701
108,10867566.543619802
109,11271167.251183534
110,11683718.811787598
111,12104959.367537184
112,12534589.565572202
113,12972272.054220054
114,13417631.22386159
115,13870253.211196916
116,14329686.183381205
117,14795440.915819766
118,15266991.674285721
119,15743777.408485683
120,16225203.260296
121,16710642.385685492
122,17199438.084903937
123,17690906.230934683
124,18184337.98157963
125,18679002.75596803
126,19174151.45186334
127,19669019.875992544
128,20162832.355843958
129,20654805.49807181
130,21144152.05589648
131,21630084.865774356
132,22111820.81218973
133,22588584.77873446
134,23059613.543710075
135,23524159.579312433
136,23981494.7150198
137,24430913.62806123
138,24871737.126733776
139,25303315.195788767
140,25725029.77703024
141,26136297.26256282
142,26536570.68268596
143,26925341.57514723
144,27302141.527230363
145,27666543.38685962
146,28018162.143452626
147,28356655.483561408
148,28681724.030329425
149,28993111.27939779
150,29290603.24706803
151,29574027.849236745
152,29843254.03183981
153,30098190.675273374
154,30338785.296502244
155,30565022.573340304
156,30776922.71571902
157,30974539.7086835
158,31157959.4514111
159,31327297.815779906
160,31482698.646970302
161,31624331.727310468
162,31752390.723122988
163,31867091.1327408
164,31968668.25217939
165,32057375.17321821
166,32133480.826893423
167,32197268.08366802
168,32249031.919850793
169,32289077.65820573
170,32317719.289145865
171,32335277.877455182
172,32342080.05813869
173,32338456.623771504
174,32324741.204606168
175,32301269.041704744
176,32268375.852486968
177,32226396.787325133
178,32175665.475165218
179,32116513.15560666
180,32049267.89442295
181,31974253.879144818
182,31891790.791049305
183,31802193.2496936
184,31705770.32599446
185,31602825.119774632
186,31493654.397669353
187,31378548.28730225
188,31257790.02369357
189,31131655.74394911
190,31000414.326389603
191,30864327.27041268
192,30723648.61352835
193,30578624.882169925
194,30429495.07305234
195,30276490.66202515
196,30119835.63754602
197,29959746.55607949
198,29796432.61690342
199,29630095.75398037
