,beta,gamma,sse
0,0.01,0.02,4250289.330763999
1,0.01,0.03,1062260.4318700244
2,0.02,0.03,4237763.106166463
3,0.01,0.04,99.11529140850875
4,0.02,0.04,1056065.2142822924
5,0.03,0.04,4225182.496827648
6,0.01,0.05,1001185.6126307832
7,0.02,0.05,48.66242458578326
8,0.03,0.05,1049852.2725345306
9,0.04,0.05,4212547.837843075
10,0.01,0.060000000000000005,4004343.937592439
11,0.02,0.060000000000000005,1007097.982959552
12,0.03,0.060000000000000005,15.83058288297647
13,0.04,0.060000000000000005,1043621.9291724354
14,0.05,0.060000000000000005,4199859.466182997
15,0.01,0.07,8949810.897081964
16,0.02,0.07,4016041.398017423
17,0.03,0.07,1013062.0412685595
18,0.04,0.07,0.9301266752756578
19,0.05,0.07,1037374.5085432464
20,0.060000000000000005,0.07,4187117.7206911133
21,0.01,0.08,15779205.619902264
22,0.02,0.08,8967119.832141148
23,0.03,0.08,4027823.3713514227
24,0.04,0.08,1019078.0860875088
25,0.05,0.08,4.2731467646228625
26,0.060000000000000005,0.08,1031110.3367942554
27,0.07,0.08,4174322.942083511
28,0.01,0.09,24435499.595725175
29,0.02,0.09,15801956.442509683
30,0.03,0.09,8984544.898275224
31,0.04,0.09,4039690.1446388043
32,0.05,0.09,1025146.417607884
33,0.060000000000000005,0.09,26.173463220021493
34,0.07,0.09,1024829.7418718458
35,0.08,0.09,4161475.472947314
36,0.01,0.09999999999999999,34862987.21709138
37,0.02,0.09999999999999999,24463526.659413893
38,0.03,0.09999999999999999,15824853.841938974
39,0.04,0.09999999999999999,9002086.371379135
40,0.05,0.09999999999999999,4051642.0065192254
41,0.060000000000000005,0.09999999999999999,1031267.3376818219
42,0.07,0.09999999999999999,66.94662421144687
43,0.08,0.09999999999999999,1018533.0535201688
44,0.09,0.09999999999999999,4148575.657739315
45,0.01,0.10999999999999999,47007256.81727208
46,0.02,0.10999999999999999,34896128.7297411
47,0.03,0.10999999999999999,24491729.606699537
48,0.04,0.10999999999999999,15847898.083262995
49,0.05,0.10999999999999999,9019744.52887907
50,0.060000000000000005,0.10999999999999999,4063679.2472267677
51,0.07,0.10999999999999999,1037441.149820977
52,0.08,0.10999999999999999,126.90990483804538
53,0.09,0.10999999999999999,1012220.6032799036
54,0.09999999999999999,0.10999999999999999,4135623.8427848467
55,0.01,0.11999999999999998,60815162.196899325
56,0.02,0.11999999999999998,47045354.756297775
57,0.03,0.11999999999999998,34929474.32635926
58,0.04,0.11999999999999998,24520108.69215096
59,0.05,0.11999999999999998,15871089.433024008
60,0.060000000000000005,0.11999999999999998,9037519.6497315
61,0.07,0.11999999999999998,4075802.158588543
62,0.08,0.11999999999999998,1043668.1591953821
63,0.09,0.11999999999999998,206.382305950221
64,0.09999999999999999,0.11999999999999998,1005892.7244871
65,0.10999999999999999,0.11999999999999998,4122620.376276462
66,0.01,0.12999999999999998,76234794.63235046
