,I_t
0,93187.0
1,94067.31435982515
2,94944.39437381068
3,95817.89198301954
4,96687.4549698064
5,97552.72718452133
6,98413.34878266632
7,99268.95647239148
8,100119.1837721924
9,100963.66127864314
10,101802.01694397294
11,102633.87636326728
12,103458.8630710465
13,104276.59884694759
14,105086.70403020697
15,105888.79784261435
16,106682.4987195801
17,107467.42464893094
18,108243.19351702198
19,109009.42346172564
20,109765.73323183246
21,110511.74255237241
22,111247.07249534079
23,111971.34585528834
24,112684.18752921183
25,113385.22490015959
26,114074.08822394458
27,114750.41101833845
28,115413.83045410096
29,116063.9877471821
30,116700.52855141884
31,117323.10335103424
32,117931.36785223424
33,118524.98337318742
34,119103.61723166377
35,119666.94312960215
36,120214.64153387147
37,120746.40005248747
38,121261.91380554694
39,121760.88579014238
40,122243.02723852408
41,122708.05796878214
42,123155.70672732955
43,123585.71152247727
44,123997.81994840513
45,124391.78949884695
46,124767.38786982499
47,125124.39325078827
48,125462.59460352984
49,125781.79192828175
50,126081.79651641124
51,126362.43118916881
52,126623.53052196765
53,126864.94105370453
54,127086.52148066444
55,127288.14283458499
56,127469.68864449191
57,127631.05508195324
58,127772.1510894377
59,127892.89849150133
60,127993.23208856607
61,128073.09973309463
62,128132.46238800655
63,128171.29416722254
64,128189.58235826532
65,128187.3274268878
66,128164.54300374135
67,128121.2558531386
68,128057.50582400759
69,127973.34578317442
70,127868.84153115326
71,127744.071700662
72,127599.12763812121
73,127434.11326843224
74,127249.14494336754
75,127044.35127394213
76,126819.87294716944
77,126575.86252763838
78,126312.4842443795
79,126029.91376351827
80,125728.33794724164
81,125407.95459963036
82,125068.97219993392
83,124711.60962388753
84,124336.09585369115
85,123942.66967728871
86,123531.57937760255
87,123103.08241239184
88,122657.44508541633
89,122194.94220959654
90,121715.85676286957
91,121220.47953744551
92,120709.10878317297
93,120182.04984572416
94,119639.61480030956
95,119082.12208162952
96,118509.89611076644
97,117923.26691971447
98,117322.56977423621
99,116708.1447957257
100,116080.33658274612
101,115439.49383289728
102,114785.9689656538
103,114120.11774679889
104,113442.29891506147
105,112752.87381154601
106,112052.20601252478
107,111340.66096614183
108,110618.60563355632
109,109886.40813503042
110,109144.43740144401
111,108393.06283169458
112,107632.65395641637
113,106863.5801084281
114,106086.2101002934
115,105300.91190935289
116,104508.0523705609
117,103707.99687743466
118,102901.10909139771
119,102087.75065977387
120,101268.28094266276
121,100443.05674890266
122,99612.43208130132
123,98776.75789129143
124,97936.38184314265
125,97091.6480878391
126,96242.8970467079
127,95390.46520486192
128,94534.68491449801
129,93675.88420807132
130,92814.3866213451
131,91950.51102629655
132,91084.5714738399
133,90216.87704631007
134,89347.73171963287
135,88477.43423509147
136,87606.27798058327
137,86734.55088124656
138,85862.53529932263
139,84990.50794310617
140,84118.73978482452
141,83247.49598727518
142,82377.03583904116
143,81507.61269809327
144,80639.47394358105
145,79772.8609356051
146,78908.00898275753
147,78045.14731721037
148,77184.49907712672
149,76326.28129616466
150,75470.70489983997
151,74617.97470851056
152,73768.28944674283
153,72921.84175881832
154,72078.81823013797
155,71239.3994142801
156,70403.7598654687
157,69572.06817620882
158,68744.48701984652
159,67921.17319781284
160,67102.27769131273
161,66287.94571722235
162,65478.31678796088
163,64673.524775106074
164,63873.69797652621
165,63078.95918680496
166,62289.425770739595
167,61505.20973969744
168,60726.417830619954
169,59953.15158746861
170,59185.50744491181
171,58423.57681405712
172,57667.44617003843
173,56917.197141273115
174,56172.906600209855
175,55434.64675539317
176,54702.48524467669
177,53976.48522942275
178,53256.70548953179
179,52543.20051915064
180,51836.02062291487
181,51135.212012585886
182,50440.81690394938
183,49752.87361384746
184,49071.41665722239
185,48396.47684405559
186,47728.08137609105
187,47066.25394323781
188,46411.01481955153
189,45762.3809587005
190,45120.36608882672
191,44484.98080671757
192,43856.232671208825
193,43234.126295744485
194,42618.6634400237
195,42009.843100669685
196,41407.661600860025
197,40812.11267886221
198,40223.18757542234
199,39640.87511995915
