,I_t
0,59.0
1,150.6127056095305
2,384.4767558741878
3,981.4670160510146
4,2505.3824520450567
5,6395.194032408091
6,16322.46985663422
7,41648.24495147524
8,106193.55629145348
9,270278.8274658072
10,684745.5665084026
11,1714897.707056496
12,4175544.5095752673
13,9530941.54474881
14,19123130.548005268
15,31425652.30804822
16,41602490.24865121
17,46880055.06663289
18,48278208.35422711
19,47619685.792486496
20,46060747.50222947
21,44161427.04911095
22,42169181.152291745
23,40189935.107170165
24,38268048.70854727
25,36421135.3606228
26,34655047.19541372
27,32970397.81298142
28,31365459.883465767
29,29837482.374221023
30,28383302.813294105
31,26999637.185475927
32,25683218.700026534
33,24430863.994651716
34,23239503.72292878
35,22106195.324256
36,21028126.75157707
37,20002615.579033144
38,19027105.763834156
39,18099163.25364484
40,17216471.07328274
41,16376824.231840206
42,15578124.634813478
43,14818376.100663431
44,14095679.534180913
45,13408228.282686492
46,12754303.686194146
47,12132270.824191898
48,11540574.456874982
49,10977735.155962203
50,10442345.618755208
51,9933067.158357041
52,9448626.36265506
53,8987811.914619047
54,8549471.566563342
55,8132509.261208857
56,7735882.392618096
57,7358599.200340034
58,6999716.290377243
59,6658336.276865843
60,6333605.538634146
61,6024712.085074828
62,5730883.526026086
63,5451385.140608421
64,5185518.04020483
65,4932617.421003136
66,4692050.901739894
67,4463216.942496069
68,4245543.340595634
69,4038485.799849827
70,3841526.569572265
71,3654173.1499639074
72,3475957.0606323257
73,3306432.6691672024
74,3145176.076843885
75,2991784.0586694386
76,2845873.055121367
77,2707078.2130582896
78,2575052.4734047367
79,2449465.7033290877
80,2330003.8707448873
81,2216368.25907155
82,2108274.7202911
83,2005452.9644333231
84,1907645.88371277
85,1814608.9096276856
86,1726109.4014133445
87,1641926.0643206586
88,1561848.3962654967
89,1485676.1614650895
90,1413218.8897453656
91,1344295.400267253
92,1278733.3484810337
93,1216368.7951759216
94,1157045.7965472743
95,1100616.0142564098
96,1046938.3445079831
97,995878.5652174316
98,947309.000386234
99,901108.2008457492
100,857160.6405713373
101,815356.4278073928
102,775591.0302809562
103,737765.0138167995
104,701783.7937003889
105,667557.3981670059
106,635000.2434256288
107,604030.9196550187
108,574571.9874368911
109,546549.7841171498
110,519894.23961098935
111,494538.7011912813
112,470419.7668221271
113,447477.12662082375
114,425653.41205181705
115,404894.0524755481
116,385147.1386934919
117,366363.2931481797
118,348495.54645363794
119,331499.21994750656
120,315331.8139711557
121,299952.9015984429
122,285324.027547379
123,271408.6120219275
124,258171.85924349385
125,245580.6704433852
126,233603.56109867647
127,222210.58220452978
128,211373.24538610707
129,201064.451662817
130,191258.42368676956
131,181930.64128599924
132,173057.78015128194
133,164617.6535132301
134,156589.15666382894
135,148952.21418368875
136,141687.72974305387
137,134777.5383510449
138,128204.3609337323
139,121951.76112746316
140,116004.10417940188
141,110346.51785251469
142,104964.8552372403
143,99845.65937685649
144,94976.12961808752
145,90344.08960281164
146,85937.95682083111
147,81746.71364757093
148,77759.87979428549
149,73967.48610188422
150,70360.04961284732
151,66928.54985889824
152,63664.40630513999
153,60559.45689425359
154,57605.93763710825
155,54796.463198749094
156,52124.008431217284
157,49581.89080702502
158,47163.75370935995
159,44863.55053723585
160,42675.5295858441
161,40594.21966429908
162,38614.41641481427
163,36731.16929909995
164,34939.769219441645
165,33235.73674350569
166,31614.810903427686
167,30072.93854117581
168,28606.264173546806
169,27211.120351451933
170,25884.018489385977
171,24621.640142148335
172,23420.828707003344
173,22278.581530531002
174,21192.042400431063
175,20158.49440350613
176,19175.353131964992
177,18240.16022105839
178,17350.577201888016
179,16504.37965401747
180,15699.451643263752
181,14933.780430760817
182,14205.451440065117
183,13512.643469718281
184,12853.62413929583
185,12226.74555755471
186,11630.440201847721
187,11063.216998501268
188,10523.657594355318
189,10010.412810142476
190,9522.199266837793
191,9057.796176543414
192,8616.042289883606
193,8195.83299227708
194,7796.117541825767
195,7415.8964419133235
196,7054.218941943519
197,6710.180659969029
198,6382.9213212659815
199,6071.622607199511
