,beta,gamma,sse
0,0.01,0.02,338138.5494693353
1,0.01,0.03,158.53654723321665
2,0.02,0.03,335971.2555297994
3,0.01,0.04,303219.6558929618
4,0.02,0.04,115.41603712706916
5,0.03,0.04,333804.7337964048
6,0.01,0.05,1228316.4976188762
7,0.02,0.05,305237.87891961366
8,0.03,0.05,79.0312255998261
9,0.04,0.05,331639.04536534817
10,0.01,0.060000000000000005,2756882.6484685037
11,0.02,0.060000000000000005,1232334.6860792579
12,0.03,0.060000000000000005,307268.5839235968
13,0.04,0.060000000000000005,49.440952656914526
14,0.05,0.060000000000000005,329474.2514961495
15,0.01,0.07,4870781.255527582
16,0.02,0.07,2762840.8448762214
17,0.03,0.07,1236370.8917533178
18,0.04,0.07,309311.82755350036
19,0.05,0.07,26.70421510774362
20,0.060000000000000005,0.07,327310.4136115422
21,0.01,0.08,7552295.747546228
22,0.02,0.08,4878620.892361372
23,0.03,0.08,2768822.3887023656
24,0.04,0.08,1240425.1691613907
25,0.05,0.08,311367.6666084487
26,0.060000000000000005,0.08,10.88016644901295
27,0.07,0.08,325147.5932973701
28,0.01,0.09,10784120.711642783
29,0.02,0.09,7561959.617112527
30,0.03,0.09,4886489.007640568
31,0.04,0.09,2774827.3324003723
32,0.05,0.09,1244497.5729681316
33,0.060000000000000005,0.09,313436.15803791577
34,0.07,0.09,2.0281167497689765
35,0.08,0.09,322985.85230241873
36,0.01,0.09999999999999999,14549352.92318278
37,0.02,0.09999999999999999,10795552.936444975
38,0.03,0.09999999999999999,7571656.902674054
39,0.04,0.09999999999999999,4894385.65181158
40,0.05,0.09999999999999999,2780855.728562171
41,0.060000000000000005,0.09999999999999999,1248588.1579825673
42,0.07,0.09999999999999999,315517.3589416447
43,0.08,0.09999999999999999,0.20753253465528249
44,0.09,0.09999999999999999,320825.2525383615
45,0.01,0.10999999999999999,18831482.526650783
46,0.02,0.10999999999999999,14562498.926790122
47,0.03,0.10999999999999999,10807023.32686589
48,0.04,0.10999999999999999,7581387.652728418
49,0.05,0.10999999999999999,4902310.875453628
50,0.060000000000000005,0.10999999999999999,2786907.629918127
51,0.07,0.10999999999999999,1252696.9791578255
52,0.08,0.10999999999999999,317611.3265695434
53,0.09,0.10999999999999999,5.478036667830595
54,0.09999999999999999,0.10999999999999999,318665.8560795658
55,0.01,0.11999999999999998,23614384.365354765
56,0.02,0.11999999999999998,18846289.005059477
57,0.03,0.11999999999999998,14575687.66311772
58,0.04,0.11999999999999998,10818531.929510945
59,0.05,0.11999999999999998,7591151.915900473
60,0.060000000000000005,0.11999999999999998,4910264.729278536
61,0.07,0.11999999999999998,2792983.0893367883
62,0.08,0.11999999999999998,1256824.0915911053
63,0.09,0.11999999999999998,319718.1183215464
64,0.09999999999999999,0.11999999999999998,17.899408236097067
65,0.10999999999999999,0.11999999999999998,316507.7251630465
66,0.01,0.12999999999999998,28882309.457827438
67,0.02,0.12999999999999998,23630799.25883437
68,0.03,0.12999999999999998,18861142.60602955
69,0.04,0.12999999999999998,14588919.176934177
70,0.05,0.12999999999999998,10830078.791107645
71,0.060000000000000005,0.12999999999999998,7600949.740942297
72,0.07,0.12999999999999998,4918247.264130764
73,0.08,0.12999999999999998,2799082.1598249725
74,0.09,0.12999999999999998,1260969.550523584
75,0.09999999999999999,0.12999999999999998,321837.79174752615
76,0.10999999999999999,0.12999999999999998,37.53158243197156
77,0.11999999999999998,0.12999999999999998,314350.9221882718
78,0.01,0.13999999999999999,34619876.61881173
79,0.02,0.13999999999999999,28900281.92324553
80,0.03,0.13999999999999999,23647265.492577907
81,0.04,0.13999999999999999,18876043.37254647
82,0.05,0.13999999999999999,14602193.513124777
83,0.060000000000000005,0.13999999999999999,10841663.958505295
84,0.07,0.13999999999999999,7610781.176733011
85,0.08,0.13999999999999999,4926258.530987301
86,0.09,0.13999999999999999,2805204.8945274437
87,0.09999999999999999,0.13999999999999999,1265133.4113402576
88,0.10999999999999999,0.13999999999999999,323970.40454717074
89,0.11999999999999998,0.13999999999999999,64.43465043662646
90,0.12999999999999998,0.13999999999999999,312195.50971709954
91,0.01,0.15,40812064.22274027
92,0.02,0.15,34639357.00242978
93,0.03,0.15,28918309.779476874
94,0.04,0.15,23663783.10783983
95,0.05,0.15,18890991.34770725
96,0.060000000000000005,0.15,14615510.716691647
97,0.07,0.15,10853287.478674848
98,0.08,0.15,7620646.272278681
99,0.09,0.15,4934298.5809574
100,0.09999999999999999,0.15,2811351.3467270685
101,0.10999999999999999,0.15,1269315.7295698621
102,0.11999999999999998,0.15,326116.01456987846
103,0.12999999999999998,0.15,98.66885930183443
104,0.13999999999999999,0.15,310041.5504736398
105,0.01,0.16,47444202.10764378
106,0.02,0.16,40833004.03347431
107,0.03,0.16,34658896.66510944
108,0.04,0.16,28936393.066095937
109,0.05,0.16,23680352.14598158
110,0.060000000000000005,0.16,18905986.574720856
111,0.07,0.16,14628870.832753401
112,0.08,0.16,10864949.398709057
113,0.09,0.16,7630545.076712333
114,0.09999999999999999,0.16,4942367.465282633
115,0.10999999999999999,0.16,2817521.569844444
116,0.11999999999999998,0.16,1273516.56088478
117,0.12999999999999998,0.16,328274.6798146185
118,0.13999999999999999,0.16,140.29461183285318
119,0.15,0.16,307889.10734409274
120,0.01,0.17,54501963.61744416
121,0.02,0.17,47466553.99078217
122,0.03,0.17,40854006.85393889
123,0.04,0.17,34678495.644794315
124,0.05,0.17,28954531.822779305
125,0.060000000000000005,0.17,23696972.64847147
126,0.07,0.17,18921029.096907865
127,0.08,0.17,14642273.906545313
128,0.09,0.17,10876649.765822124
129,0.09999999999999999,0.17,7640477.639293647
130,0.10999999999999999,0.17,4950465.235336789
131,0.11999999999999998,0.17,2823715.6174379825
132,0.12999999999999998,0.17,1277735.961100879
133,0.13999999999999999,0.17,330446.45842984086
134,0.15,0.17,189.3724664695788
135,0.16,0.17,305738.2433767
136,0.01,0.18000000000000002,61971357.78061503
137,0.02,0.18000000000000002,54525681.328817084
138,0.03,0.18000000000000002,47488972.461335406
139,0.04,0.18000000000000002,40875072.72049504
140,0.05,0.18000000000000002,34698153.97952601
141,0.060000000000000005,0.18000000000000002,28972726.08930602
142,0.07,0.18000000000000002,23713644.65688476
143,0.08,0.18000000000000002,18936118.957700428
144,0.09,0.18000000000000002,14655719.983419001
145,0.09999999999999999,0.18000000000000002,10888388.627349852
146,0.10999999999999999,0.18000000000000002,7650444.00940911
147,0.11999999999999998,0.18000000000000002,4958591.942625671
148,0.12999999999999998,0.18000000000000002,2829933.5432037325
149,0.13999999999999999,0.18000000000000002,1281973.9861774335
150,0.15,0.18000000000000002,332631.4087133702
151,0.16,0.18000000000000002,245.96313716868292
152,0.17,0.18000000000000002,303589.0217815498
153,0.01,0.19000000000000003,69838721.62321046
154,0.02,0.19000000000000003,61996396.1612071
155,0.03,0.19000000000000003,54549469.05677472
156,0.04,0.19000000000000003,47511457.554129064
157,0.05,0.19000000000000003,40896201.669597864
158,0.060000000000000005,0.19000000000000003,34717871.7074441
159,0.07,0.19000000000000003,28990975.905557282
160,0.08,0.19000000000000003,23730368.212903347
161,0.09,0.19000000000000003,18951256.200641934
162,0.09999999999999999,0.19000000000000003,14669209.108842328
163,0.10999999999999999,0.19000000000000003,10900166.030749297
164,0.11999999999999998,0.19000000000000003,7660444.236571737
165,0.12999999999999998,0.19000000000000003,4966747.638787087
166,0.13999999999999999,0.19000000000000003,2836175.4009752427
167,0.15,0.19000000000000003,1286230.69221703
168,0.16,0.19000000000000003,334829.58911226556
169,0.17,0.19000000000000003,310.1274932850999
170,0.18000000000000002,0.19000000000000003,301441.5059305031
171,0.01,0.20000000000000004,78090712.61429232
172,0.02,0.20000000000000004,69865036.57421277
173,0.03,0.20000000000000004,62021507.843389206
174,0.04,0.20000000000000004,54573326.83465306
175,0.05,0.20000000000000004,47534009.30407816
176,0.060000000000000005,0.20000000000000004,40917393.73779563
177,0.07,0.20000000000000004,34737648.866785616
178,0.08,0.20000000000000004,29009281.311516434
179,0.09,0.20000000000000004,23747143.358315878
180,0.09999999999999999,0.20000000000000004,18966440.869387534
181,0.10999999999999999,0.20000000000000004,14682741.328399593
182,0.11999999999999998,0.20000000000000004,10911982.023598772
183,0.12999999999999998,0.20000000000000004,7670478.370420978
184,0.13999999999999999,0.20000000000000004,4974932.3755906485
185,0.15,0.20000000000000004,2842441.2447235542
186,0.16,0.20000000000000004,1290506.1354654373
187,0.17,0.20000000000000004,337041.0582227131
188,0.18000000000000002,0.20000000000000004,381.9265594520826
189,0.19000000000000003,0.20000000000000004,299295.7593570468
190,0.01,0.21000000000000005,86714301.24180548
191,0.02,0.21000000000000005,78118261.07258484
192,0.03,0.21000000000000005,69891427.97187594
193,0.04,0.21000000000000005,62046692.85905135
194,0.05,0.21000000000000005,54597254.695872955
195,0.060000000000000005,0.21000000000000005,47556627.74618726
196,0.07,0.21000000000000005,40938648.961730115
197,0.08,0.21000000000000005,34757485.49588554
198,0.09,0.21000000000000005,29027642.347268865
199,0.09999999999999999,0.21000000000000005,23763970.1350176
200,0.10999999999999999,0.21000000000000005,18981673.00770337
201,0.11999999999999998,0.21000000000000005,14696316.687791139
202,0.12999999999999998,0.21000000000000005,10923836.653597936
203,0.13999999999999999,0.21000000000000005,7680546.460722695
204,0.15,0.21000000000000005,4983146.204937826
205,0.16,0.21000000000000005,2848731.1285569663
206,0.17,0.21000000000000005,1294800.372311479
207,0.18000000000000002,0.21000000000000005,339265.8747899274
