,I_t
0,21212.0
1,20972.08487403036
2,20733.736964742075
3,20496.97769758161
4,20261.82745435509
5,20028.305589978154
6,19796.43044947197
7,19566.219385180117
8,19337.688774181763
9,19110.85403587724
10,18885.72964972291
11,18662.329173092905
12,18440.665259246118
13,18220.749675377472
14,18002.593320733355
15,17786.206244771696
16,17571.59766534804
17,17358.77598690957
18,17147.74881867989
19,16938.522992817903
20,16731.10458253505
21,16525.49892015569
22,16321.710615106209
23,16119.74357181902
24,15919.601007538398
25,15721.28547001565
26,15524.798855081834
27,15330.14242408682
28,15137.31682119414
29,14946.322090521655
30,14757.157693118686
31,14569.822523770788
32,14384.314927623953
33,14200.632716620548
34,14018.773185739838
35,13838.733129036442
36,13660.50885547062
37,13484.096204524703
38,13309.490561600522
39,13136.686873193099
40,12965.67966183634
41,12796.46304081686
42,12629.030728652508
43,12463.376063332564
44,12299.492016316924
45,12137.371206292002
46,11977.005912681387
47,11818.388088909676
48,11661.509375418194
49,11506.36111243163
50,11352.934352474937
51,11201.2198726401
52,11051.208186602656
53,10902.889556388127
54,10756.254003888725
55,10611.291322130997
56,10467.991086295211
57,10326.342664487567
58,10186.335228266473
59,10047.957762924329
60,9911.19907752644
61,9776.047814708836
62,9642.49246023694
63,9510.521352327165
64,9380.122690733679
65,9251.284545602659
66,9123.994866096527
67,8998.241488790733
68,8874.012145845765
69,8751.294472957166
70,8630.076017086401
71,8510.344243975533
72,8392.08654544869
73,8275.290246503422
74,8159.94261219505
75,8046.030854317213
76,7933.542137881823
77,7822.463587401699
78,7712.782292979186
79,7604.485316204073
80,7497.5596958641745
81,7391.992453471945
82,7287.770598610501
83,7184.8811341024575
84,7083.311061004972
85,6983.047383434397
86,6884.077113223949
87,6786.387274417776
88,6689.964907604817
89,6594.797074095828
90,6500.870859946922
91,6408.173379832978
92,6316.691780774226
93,6226.413245719312
94,6137.324996988116
95,6049.414299577559
96,5962.668464333622
97,5877.074850992762
98,5792.620871095865
99,5709.293990777875
100,5627.081733436144
101,5545.9716822805885
102,5465.951482768626
103,5387.00884492787
104,5309.131545569505
105,5232.307430395229
106,5156.524416000602
107,5081.770491777596
108,5008.033721719103
109,4935.302246128115
110,4863.56428323424
111,4792.808130720164
112,4723.022167160654
113,4654.19485337662
114,4586.314733706711
115,4519.370437198911
116,4453.350678724493
117,4388.244260016709
118,4324.040070636488
119,4260.727088867423
120,4198.294382542234
121,4136.731109802886
122,4076.0265197964686
123,4016.169953308925
124,3957.15084333864
125,3898.958715611888
126,3841.583189042074
127,3785.0139761346636
128,3729.240883339656
129,3674.253811353415
130,3620.0427553716213
131,3566.5978052950722
132,3513.909145890021
133,3461.967056904692
134,3410.7619131435813
135,3360.2841845011044
136,3310.5244359561198
137,3261.4733275288104
138,3213.1216142013755
139,3165.460145803943
140,3118.4798668670774
141,3072.171816442221
142,3026.527127891369
143,2981.537028647254
144,2937.1928399452595
145,2893.485976528278
146,2850.407946325666
147,2807.9503501074414
148,2766.1048811148125
149,2724.8633246681243
150,2684.217557753247
151,2644.1595485874286
152,2604.6813561655836
153,2565.7751297879736
154,2527.433108570204
155,2489.6476209364255
156,2452.4110840966205
157,2415.7160035088036
158,2379.5549723269623
159,2343.9206708355237
160,2308.8058658711147
161,2274.2034102323582
162,2240.1062420784224
163,2206.5073843170194
164,2173.3999439825257
165,2140.7771116048752
166,2108.632160569855
167,2076.958446471409
168,2045.7494064565442
169,2014.9985585633992
170,1984.6995010530316
171,1954.8459117354478
172,1925.431547290391
173,1896.4502425833791
174,1867.8959099774672
175,1839.7625386411967
176,1812.0441938531708
177,1784.735016303683
178,1757.829221393811
179,1731.3210985323678
180,1705.2050104310954
181,1679.4753923984604
182,1654.1267516324106
183,1629.153666512425
184,1604.5507858911853
185,1580.3128283861804
186,1556.4345816715424
187,1532.9109017704034
188,1509.7367123480465
189,1486.9070040061167
190,1464.4168335781437
191,1442.2613234266191
192,1420.4356607418606
193,1398.9350968428816
194,1377.7549464804829
195,1356.8905871427626
196,1336.3374583632428
197,1316.091061031792
198,1296.1469567085217
199,1276.5007669408224
