,beta,gamma,sse
0,0.02,0.01,67912.45886516596
1,0.03,0.01,1805225.2396629772
2,0.03,0.02,66501.43408126658
3,0.04,0.01,5940966.928661404
4,0.04,0.02,1797794.0317627175
5,0.04,0.03,65095.50113340535
6,0.05,0.01,12547022.929520143
7,0.05,0.02,5927247.839103089
8,0.05,0.03,1790326.4931534368
9,0.05,0.04,63694.9744077221
10,0.060000000000000005,0.01,21696956.81868725
11,0.060000000000000005,0.02,12526739.227657372
12,0.060000000000000005,0.03,5913449.474175298
13,0.060000000000000005,0.04,1782822.9529049045
14,0.060000000000000005,0.05,62300.170423686715
15,0.07,0.01,33466045.78134143
16,0.07,0.02,21669822.467995327
17,0.07,0.03,12506331.74018333
18,0.07,0.04,5899572.178185049
19,0.07,0.05,1775283.7423061577
20,0.07,0.060000000000000005,60911.40783290225
21,0.08,0.01,47931316.62437444
22,0.08,0.02,33431765.158210557
23,0.08,0.03,21642518.21128686
24,0.08,0.04,12485800.827215347
25,0.08,0.05,5885616.297747804
26,0.08,0.060000000000000005,1767709.1948642556
27,0.08,0.07,59529.007417812274
28,0.09,0.01,65171582.37405013
29,0.09,0.02,47889584.22928859
30,0.09,0.03,33397266.852771416
31,0.09,0.04,21615044.42508242
32,0.09,0.05,12465146.85127113
33,0.09,0.060000000000000005,5871582.181785569
34,0.09,0.07,1760099.6463030663
35,0.09,0.08,58153.29209045984
36,0.09999999999999999,0.01,85267479.46603227
37,0.09999999999999999,0.02,65122082.534963645
38,0.09999999999999999,0.03,47847584.67282535
39,0.09999999999999999,0.04,33362551.258559816
40,0.09999999999999999,0.05,21587401.488396898
41,0.09999999999999999,0.060000000000000005,12444370.177266244
42,0.09999999999999999,0.07,5857470.181526062
43,0.09999999999999999,0.08,1752455.434561813
44,0.09999999999999999,0.09,56784.58689122412
45,0.10999999999999999,0.01,108301505.53554201
46,0.10999999999999999,0.02,85209886.03375535
47,0.10999999999999999,0.03,65072264.304571114
48,0.10999999999999999,0.04,47805318.36617048
49,0.10999999999999999,0.05,33327618.771704517
50,0.10999999999999999,0.060000000000000005,21559589.782738548
51,0.10999999999999999,0.07,12423471.17251397
52,0.10999999999999999,0.08,5843280.650500729
53,0.10999999999999999,0.09,1744776.899793883
54,0.10999999999999999,0.09999999999999999,55423.218987556276
55,0.11999999999999998,0.01,134358057.81546426
56,0.11999999999999998,0.02,108235481.57094157
57,0.11999999999999998,0.03,85151921.18008241
58,0.11999999999999998,0.04,65022128.11236226
59,0.11999999999999998,0.05,47762785.72320235
60,0.11999999999999998,0.060000000000000005,33292469.790924773
61,0.11999999999999998,0.07,21531609.692107253
62,0.11999999999999998,0.08,12402450.20672268
63,0.11999999999999998,0.09,5829013.944544098
64,0.11999999999999998,0.09999999999999999,1737064.38436536
65,0.11999999999999998,0.10999999999999999,54069.51767266689
66,0.12999999999999998,0.01,163523472.15028346
67,0.12999999999999998,0.02,134283255.2682792
68,0.12999999999999998,0.03,108169031.30414519
69,0.12999999999999998,0.04,85093585.35348447
70,0.12999999999999998,0.05,64971674.39062483
71,0.12999999999999998,0.060000000000000005,47719987.16049166
72,0.12999999999999998,0.07,33257104.717529505
73,0.12999999999999998,0.08,21503461.6029931
74,0.12999999999999998,0.09,12381307.651995169
75,0.12999999999999998,0.09999999999999999,5814670.421791719
76,0.12999999999999998,0.10999999999999999,1729318.2328538941
77,0.12999999999999998,0.11999999999999998,52723.81436427511
78,0.13999999999999999,0.01,195886062.63379353
79,0.13999999999999999,0.02,163439531.52935362
80,0.13999999999999999,0.03,134207969.63556728
81,0.13999999999999999,0.04,108102155.20330572
82,0.13999999999999999,0.05,85034879.00533807
83,0.13999999999999999,0.060000000000000005,64920903.57444189
84,0.13999999999999999,0.07,47676923.09729907
85,0.13999999999999999,0.08,33221523.955415174
86,0.13999999999999999,0.09,21475145.90437466
87,0.13999999999999999,0.09999999999999999,12360043.882827127
88,0.13999999999999999,0.10999999999999999,5800250.442679218
89,0.13999999999999999,0.11999999999999998,1721538.7920471425
90,0.13999999999999999,0.12999999999999998,51386.44260330826
91,0.15,0.01,231536161.87858176
92,0.15,0.02,195792612.6684933
93,0.15,0.03,163355049.08391237
94,0.15,0.04,134132201.40588702
95,0.15,0.05,108034853.73959239
96,0.15,0.060000000000000005,84975802.58992344
97,0.15,0.07,64869816.10169117
98,0.15,0.08,47633593.95557409
99,0.15,0.09,33185727.911064588
100,0.15,0.09999999999999999,21446662.987717945
101,0.15,0.10999999999999999,12338659.276105339
102,0.15,0.11999999999999998,5785754.369940847
103,0.15,0.12999999999999998,1713726.410941586
104,0.15,0.13999999999999999,50057.73805256187
105,0.16,0.01,270566161.92535406
106,0.16,0.02,231432819.17125002
107,0.16,0.03,195698560.1295911
108,0.16,0.04,163270025.32367077
109,0.16,0.05,134055951.07092683
110,0.16,0.060000000000000005,107967127.38718879
111,0.16,0.07,84916356.5644225
112,0.16,0.08,64818412.41304256
113,0.16,0.09,47590000.15995269
114,0.16,0.09999999999999999,33149716.99354509
115,0.16,0.10999999999999999,21418013.24697467
116,0.16,0.11999999999999998,12317154.211106654
117,0.16,0.12999999999999998,5771182.568607899
118,0.16,0.13999999999999999,1705881.440741107
119,0.16,0.15,48738.03849544534
120,0.17,0.01,313070555.8002231
121,0.17,0.02,270452530.5944982
122,0.17,0.03,231328811.07530656
123,0.17,0.04,195603905.54872364
124,0.17,0.05,163184460.76158965
125,0.17,0.060000000000000005,133979219.12550497
126,0.17,0.07,107898976.6232912
127,0.17,0.08,84856541.38891627
128,0.17,0.09,64766692.9519574
129,0.17,0.09999999999999999,47546142.137757026
130,0.17,0.10999999999999999,33113491.614507366
131,0.17,0.11999999999999998,21389197.07858052
132,0.17,0.12999999999999998,12295529.069496257
133,0.17,0.13999999999999999,5756535.406007313
134,0.17,0.15,1698004.234855601
135,0.17,0.16,47427.683834627154
136,0.18000000000000002,0.01,359145979.72814
137,0.18000000000000002,0.02,312946227.11428213
138,0.18000000000000002,0.03,270338168.9369023
139,0.18000000000000002,0.04,231224138.145113
140,0.18000000000000002,0.05,195508649.4608991
141,0.18000000000000002,0.060000000000000005,163098355.91387624
142,0.18000000000000002,0.07,133902006.0675668
143,0.18000000000000002,0.08,107830401.92810686
144,0.18000000000000002,0.09,84796357.52638522
145,0.18000000000000002,0.09999999999999999,64714658.16468621
146,0.18000000000000002,0.10999999999999999,47502020.318992
147,0.18000000000000002,0.11999999999999998,33077052.188183937
148,0.18000000000000002,0.12999999999999998,21360214.881454077
149,0.18000000000000002,0.13999999999999999,12273784.235326234
150,0.18000000000000002,0.15,5741813.2517604865
151,0.18000000000000002,0.16,1690095.1488996914
152,0.18000000000000002,0.17,46127.016090725825
153,0.19000000000000003,0.01,408891256.0107189
154,0.19000000000000003,0.02,359010531.7295787
155,0.19000000000000003,0.03,312821100.9817355
156,0.19000000000000003,0.04,270223077.53047854
157,0.19000000000000003,0.05,231118800.9385279
158,0.19000000000000003,0.060000000000000005,195412792.4044943
159,0.19000000000000003,0.07,163011711.2999825
160,0.19000000000000003,0.08,133824312.39818165
161,0.19000000000000003,0.09,107761403.78485145
162,0.19000000000000003,0.09999999999999999,84735805.44270585
163,0.19000000000000003,0.10999999999999999,64662308.50026685
164,0.19000000000000003,0.11999999999999998,47457635.13634551
165,0.19000000000000003,0.12999999999999998,33040399.131386787
166,0.19000000000000003,0.13999999999999999,21331067.05699505
167,0.19000000000000003,0.15,12251920.095034223
168,0.19000000000000003,0.16,5727016.477781731
169,0.19000000000000003,0.17,1682154.5406912484
170,0.19000000000000003,0.18000000000000002,44836.37940096767
171,0.20000000000000004,0.01,462407436.5767474
172,0.20000000000000004,0.02,408744253.13022155
173,0.20000000000000004,0.03,358874216.92273855
174,0.20000000000000004,0.04,312695178.0048954
175,0.20000000000000004,0.05,270107256.95676255
176,0.20000000000000004,0.060000000000000005,231012800.01690364
177,0.20000000000000004,0.07,195316334.92125314
178,0.20000000000000004,0.08,162924527.4426047
179,0.20000000000000004,0.09,133746138.62154345
180,0.20000000000000004,0.09999999999999999,107691982.67974876
181,0.20000000000000004,0.10999999999999999,84674885.60664952
182,0.20000000000000004,0.11999999999999998,64609644.41052331
183,0.20000000000000004,0.12999999999999998,47412987.02518532
184,0.20000000000000004,0.13999999999999999,33003532.863506485
185,0.20000000000000004,0.15,21301754.00908253
186,0.20000000000000004,0.16,12229937.037441857
187,0.20000000000000004,0.17,5712145.458276645
188,0.20000000000000004,0.18000000000000002,1674182.7702500913
189,0.20000000000000004,0.19000000000000003,43556.12001786851
190,0.21000000000000005,0.01,519797847.2137496
191,0.21000000000000005,0.02,462248429.23727673
192,0.21000000000000005,0.03,408596311.77641356
193,0.21000000000000005,0.04,358737035.9352133
194,0.21000000000000005,0.05,312568458.78983486
195,0.21000000000000005,0.060000000000000005,269990707.80091715
196,0.21000000000000005,0.07,230906135.94508561
197,0.21000000000000005,0.08,195219277.55628452
198,0.21000000000000005,0.09,162836804.86767897
199,0.21000000000000005,0.09999999999999999,133667485.24496722
200,0.21000000000000005,0.10999999999999999,107622139.10202721
