,I_t
0,105813.0
1,104757.14724362199
2,103711.81237952957
3,102676.8909898899
4,101652.27968639896
5,100637.8761002722
6,99633.57887232969
7,98639.28764317495
8,97654.90304346658
9,96680.32668428184
10,95715.46114757146
11,94760.20997670478
12,93814.47766710441
13,92878.16965696981
14,91951.19231808864
15,91033.45294673542
16,90124.85975465662
17,89225.32186014127
18,88334.74927917654
19,87453.05291668739
20,86580.14455785956
21,85715.93685954518
22,84860.34334175021
23,84013.27837920302
24,83174.6571930034
25,82344.39584235108
26,81522.41121635337
27,80708.62102591094
28,79902.94379568104
29,79105.29885611773
30,78315.60633558802
31,77533.78715256348
32,76759.76300788671
33,75993.45637711168
34,75234.79050291759
35,74483.68938759532
36,73740.07778560606
37,73003.88119621114
38,72275.02585617274
39,71553.43873252465
40,70839.04751541237
41,70131.78061100213
42,69431.567134458
43,68738.33690298656
44,68052.02042894845
45,67372.54891303634
46,66699.85423751838
47,66033.86895954689
48,65374.52630453149
49,64721.760159576086
50,64075.505066979145
51,63435.69621779668
52,62802.26944546736
53,62175.16121949916
54,61554.308639216964
55,60939.6494275706
56,60331.12192500268
57,59728.66508337575
58,59132.218459958196
59,58541.72221146824
60,57957.11708817568
61,57378.34442806067
62,56805.34615102911
63,56238.06475318399
64,55676.443301152365
65,55120.42542646721
66,54569.95532000384
67,54024.97772647024
68,53485.437938950876
69,52951.28179350345
70,52422.45566380812
71,51898.90645586871
72,51380.58160276534
73,50867.429059458096
74,50359.39729764118
75,49856.43530064712
76,49358.4925584005
77,48865.51906242084
78,48377.46530087404
79,47894.282253672056
80,47415.92138762023
81,46942.33465161193
82,46473.47447186997
83,46009.29374723445
84,45549.745844496414
85,45094.784593777156
86,44644.36428395246
87,44198.439658121555
88,43756.96590912022
89,43319.89867507773
90,42887.19403501714
91,42458.808504498535
92,42034.69903130485
93,41614.82299116982
94,41199.13818354766
95,40787.6028274241
96,40380.17555716841
97,39976.81541842591
98,39577.48186405071
99,39182.1347500782
100,38790.73433173699
101,38403.24125949984
102,38019.616575173255
103,37639.82170802539
104,37263.81847095184
105,36891.56905667902
106,36523.03603400472
107,36158.182344075496
108,35796.97129670057
109,35439.36656670183
110,35085.33219029965
111,34734.832561534145
112,34387.83242872152
113,34044.2968909452
114,33704.19139458137
115,33367.48172985864
116,33034.13402745146
117,32704.11475510699
118,32377.390714305115
119,32053.929036951213
120,31733.697182101463
121,31416.662932720308
122,31102.794392469772
123,30792.059982530347
124,30484.428438453127
125,30179.868807042894
126,29878.350443271855
127,29579.843007223728
128,29284.316461067894
129,28991.741066063325
130,28702.08737959197
131,28415.326252221366
132,28131.428824796156
133,27850.36652555822
134,27572.111067295184
135,27296.634444517003
136,27023.908930660356
137,26753.907075320567
138,26486.60170151082
139,26221.965902948356
140,25959.973041367437
141,25700.59674385878
142,25443.81090023523
143,25189.589660423382
144,24937.907431880973
145,24688.738877039683
146,24442.0589107732
147,24197.842697890257
148,23956.065650652377
149,23716.70342631615
150,23479.73192469974
151,23245.1272857734
152,23012.865887273812
153,22782.924342341936
154,22555.27949718421
155,22329.908428756833
156,22106.788442472924
157,21885.897069932325
158,21667.212066673834
159,21450.711409949636
160,21236.37329652174
161,21024.176140480176
162,20814.098571082777
163,20606.11943061628
164,20400.217772278604
165,20196.372858082046
166,19994.56415677722
167,19794.771341797514
168,19596.974289223883
169,19401.15307576978
170,19207.287976786007
171,19015.3594642853
172,18825.348204986483
173,18637.235058377955
174,18451.00107480034
175,18266.627493548127
176,18084.095740990084
177,17903.387428708294
178,17724.48435165561
179,17547.368486331336
180,17372.021988974997
181,17198.427193777985
182,17026.566611112918
183,16856.422925780527
184,16687.978995273934
185,16521.217848060085
186,16356.122681878258
187,16192.676862055387
188,16030.863919838104
189,15870.667550741311
190,15712.071612913103
191,15555.060125515914
192,15399.6172671237
193,15245.727374135016
194,15093.37493920183
195,14942.544609673903
196,14793.221186058609
197,14645.389620496015
198,14499.035015249101
199,14354.142621208939
