,I_t
0,23073.0
1,26013.19889768227
2,29327.854845374775
3,33064.60001840663
4,37277.1098909458
5,42025.86572767898
6,47379.01212797228
7,53413.32115841313
8,60215.275923795496
9,67882.28786647748
10,76524.0636545626
11,86264.13922322789
12,97241.60037015803
13,109613.01127025792
14,123554.57435509274
15,139264.5471788174
16,156965.94413336247
17,176909.55313516007
18,199377.29961826967
19,224685.9922441884
20,253191.4865551193
21,285293.304193373
22,321439.74607329944
23,362133.53775009373
24,407938.0438321939
25,459484.0851882431
26,517477.387351716
27,582706.680240125
28,656052.4572409652
29,738496.3848570093
30,831131.3312374388
31,935171.9516271921
32,1051965.7294104814
33,1183004.3211728996
34,1329934.9910711464
35,1494571.841719166
36,1678906.4537835293
37,1885117.432830718
38,2115578.228605521
39,2372862.438842344
40,2659745.6386134145
41,2979202.591278683
42,3334398.5059527294
43,3728672.821238118
44,4165513.833721516
45,4648522.377128811
46,5181362.726361353
47,5767698.989681467
48,6411115.508149613
49,7115020.253300098
50,7882530.948912638
51,8716344.676783545
52,9618593.073690804
53,10590686.865549697
54,11633155.343275342
55,12745488.32940311
56,13925990.014266476
57,15171655.493987469
58,16478081.61988762
59,17839423.572623767
60,19248407.165642846
61,20696404.146004196
62,22173573.76270411
63,23669068.896766
64,25171299.588874456
65,26668241.51210448
66,28147772.52923781
67,29598017.58466364
68,31007681.249790356
69,32366348.416988857
70,33664736.745424256
71,34894889.04093968
72,36050299.148688264
73,37125970.43640627
74,38118410.89903059
75,39025572.83743274
76,39846747.68735597
77,40582427.84956043
78,41234147.429805666
79,41804312.88911369
80,42296033.037223555
81,42712955.88009184
82,43059117.81882821
83,43338808.79240046
84,43556455.29081657
85,43716521.8075161
86,43823430.26729368
87,43881496.24155327
88,43894880.306720346
89,43867552.66473275
90,43803269.07548226
91,43705556.20242946
92,43577704.6036526
93,43422767.77850169
94,43243565.87981309
95,43042692.905311584
96,42822526.37727033
97,42585238.69924295
98,42332809.53875069
99,42067038.72372751
100,41789559.25851354
101,41501850.16352662
102,41205248.92331279
103,40900963.39263247
104,40590083.06177741
105,40273589.6225391
106,39952366.80709048
107,39627209.49521173
108,39298832.10227175
109,38967876.27243121
110,38634917.90971569
111,38300473.58478945
112,37965006.35814997
113,37628931.06163297
114,37292619.08002123
115,36956402.673548065
116,36620578.88045711
117,36285413.036740236
118,35951141.94788906
119,35617976.7450862
120,35286105.45582063
121,34955695.31650272
122,34626894.8523249
123,34299835.74739329
124,33974634.52606414
125,33651394.064466305
126,33330204.94938161
127,33011146.69998922
128,32694288.866452843
129,32379692.017936558
130,32067408.631367896
131,31757483.891117994
132,31449956.40872952
133,31144858.8708851
134,30842218.622964043
135,30542058.194774687
136,30244395.774366654
137,29949245.63521393
138,29656618.521509677
139,29366521.995820716
140,29078960.752908003
141,28793936.903124016
142,28511450.228444066
143,28231498.41387188
144,27954077.256676365
145,27679180.855663035
146,27406801.782456756
147,27136931.236569583
148,26869559.185845893
149,26604674.493714616
150,26342265.034532923
151,26082317.798175626
152,25824818.984907947
153,25569754.09147499
154,25317107.98924769
155,25066864.995181203
156,24819008.936266627
157,24573523.208089445
158,24330390.82804774
159,24089594.483728897
160,23851116.576894797
161,23614939.26348178
162,23381044.489982266
163,23149414.026539605
164,22920029.497055944
165,22692872.40658418
166,22467924.166249454
167,22245166.11592227
168,22024579.544844575
169,21806145.710391156
170,21589845.855131738
171,21375661.222343903
172,21163573.07011298
173,20953562.6841426
174,20745611.389388323
175,20539700.560616467
176,20335811.631981075
177,20133926.105703503
178,19934025.559931666
179,19736091.655848954
180,19540106.144096747
181,19346050.870568715
182,19153907.781630028
183,18963658.928809937
184,18775286.47301195
185,18588772.688282017
186,18404099.965171654
187,18221250.81372974
188,18040207.86615387
189,17860953.87912948
190,17683471.73588265
191,17507744.447970204
192,17333755.15682881
193,17161487.13510301
194,16990923.78777032
195,16822048.653080195
196,16654845.403322166
197,16489297.845437242
198,16325389.921485508
199,16163105.70898181
