,I_t
0,105418.0
1,106472.37856488908
2,107537.22736006234
3,108612.64883626193
4,109698.74641604967
5,110795.62450240449
6,111903.38848738295
7,113022.14476084332
8,114152.00071923323
9,115293.06477444111
10,116445.44636271168
11,117609.25595362544
12,118784.60505914257
13,119971.60624271123
14,121170.37312844032
15,122381.02041033709
16,123603.66386160952
17,124838.4203440335
18,126085.40781738529
19,127344.7453489389
20,128616.55312302876
21,129900.95245067771
22,131198.0657792903
23,132508.01670241155
24,133830.92996955107
25,135166.93149607282
26,136516.14837315024
27,137878.708877787
28,139254.7424829032
29,140644.37986748724
30,142047.75292681286
31,143464.99478272206
32,144896.23979397304
33,146341.62356665367
34,147801.2829646602
35,149275.3561202411
36,150763.982444606
37,152267.3026385994
38,153785.4587034395
39,155318.59395152147
40,156866.8530172851
41,158430.38186814697
42,160009.32781549665
43,161603.83952575663
44,163214.0670315061
45,164840.1617426679
46,166482.27645775882
47,168140.56537520245
48,169815.18410470468
49,171506.28967869142
50,173214.04056380803
51,174938.59667248014
52,176680.11937453572
53,178438.77150888758
54,180214.71739527624
55,182008.12284607225
56,183819.15517813808
57,185647.98322474855
58,187494.77734756938
59,189359.70944869364
60,191242.95298273498
61,193144.68296897737
62,195065.0760035808
63,197004.31027184182
64,198962.56556050875
65,200940.02327015047
66,202936.86642757824
67,204953.2796983196
68,206989.44939914372
69,209045.56351063726
70,211121.81168982977
71,213218.38528286788
72,215335.47733773728
73,217473.2826170315
74,219631.9976107665
75,221811.82054923987
76,224012.9514159339
77,226235.59196046105
78,228479.9457115508
79,230746.21799007675
80,233034.61592212264
81,235345.34845208598
82,237678.62635581812
83,240034.66225379932
84,242413.67062434726
85,244815.86781685785
86,247241.47206507667
87,249690.7035003995
88,252163.78416520037
89,254660.93802618553
90,257182.3909877717
91,259728.37090548687
92,262299.10759939166
93,264894.83286751976
94,267515.78049933544
95,270162.1862892059
96,272834.2880498872
97,275532.3256260209
98,278256.5409076396
99,281007.17784368
100,283784.4824554998
101,286588.70285039756
102,289420.0892351322
103,292278.8939294407
104,295165.37137955026
105,298079.77817168407
106,301022.3730455564
107,303993.41690785595
108,306993.1728457132
109,310021.9061401506
110,313079.88427951135
111,316167.3769728646
112,319284.6561633843
113,322431.9960416978
114,325609.6730592017
115,328817.9659413418
116,332057.1557008538
117,335327.52565096057
118,338629.36141852423
119,341962.9509571478
120,345328.58456022403
121,348726.55487392715
122,352157.1569101439
123,355620.6880593403
124,359117.4481033593
125,362647.739228147
126,366211.8660364012
127,369810.1355601398
128,373442.8572731841
129,377110.34310355247
130,380812.9074457602
131,384550.86717302084
132,388324.54164934444
133,392134.2527415277
134,395980.32483103155
135,399863.08482574095
136,403782.8621716017
137,407739.98886412923
138,411734.7994597846
139,415767.63108721096
140,419838.8234583269
141,423948.71887926914
142,428097.6622611802
143,432286.0011308345
144,436514.0856410978
145,440782.2685812124
146,445090.90538690344
147,449440.3541502995
148,453830.9756296605
149,458263.13325890724
150,462737.1931569455
151,467253.5241367777
152,471812.49771439546
153,476414.48811744654
154,481059.87229366763
155,485749.02991907706
156,490482.34340591927
157,495260.1979103535
158,500082.98133987945
159,504951.08436049154
160,509864.9004035539
161,514824.82567238837
162,519831.2591485665
163,524884.6025978982
164,529985.2605761074
165,535133.6404341866
166,540330.1523234214
167,545575.2092000765
168,550869.2268297327
169,556212.6237912665
170,561605.8214804642
171,567049.2441132576
172,572543.3187285748
173,578088.4751907943
174,583685.146191793
175,589333.7672525782
176,595034.7767244919
177,600788.6157899788
178,606595.7284629057
179,612456.5615884224
180,618371.564842352
181,624341.1907301008
182,630365.8945850761
183,636446.1345665987
184,642582.3716573006
185,648775.069659996
186,655024.6951940107
187,661331.7176909625
188,667696.6093899746
189,674119.845332315
190,680601.9033554448
191,687143.2640864655
192,693744.4109349501
193,700405.8300851469
194,707128.0104875405
195,713911.4438497577
196,720756.6246268047
197,727664.0500106212
198,734634.2199189367
199,741667.6369834165
