,I_t
0,108237.0
1,107157.23067522756
2,106088.21435262905
3,105029.84432007572
4,103982.01491702201
5,102944.62152429081
6,101917.56055395509
7,100900.72943931489
8,99894.0266249689
9,98897.35155697976
10,97910.60467313223
11,96933.6873932835
12,95966.50210980473
13,95008.95217811303
14,94060.94190729313
15,93122.37655080788
16,92193.16229729679
17,91273.20626146188
18,90362.41647504002
19,89460.701877861
20,88567.97230899052
21,87684.13849795736
22,86809.1120560641
23,85942.80546778036
24,85085.13208221813
25,84236.0061046882
26,83395.34258833715
27,82563.05742586398
28,81739.06734131588
29,80923.28988196218
30,80115.64341024602
31,79316.04709581284
32,78524.42090761509
33,77740.68560609243
34,76964.76273542678
35,76196.57461587143
36,75436.0443361537
37,74683.09574595033
38,73937.65344843497
39,73199.64279289723
40,72468.98986743239
41,71745.62149170144
42,71029.46520976047
43,70320.44928295903
44,69618.50268290674
45,68923.55508450745
46,68235.53685906046
47,67554.37906742806
48,66880.01345326887
49,66212.37243633629
50,65551.38910584158
51,64896.997213880786
52,64249.13116892515
53,63607.72602937421
54,62972.71749717108
55,62344.04191147945
56,61721.63624242152
57,61105.43808487647
58,60495.385652338824
59,59891.417770836175
60,59293.473872905706
61,58701.49399162899
62,58115.41875472444
63,57535.189378697
64,56960.747663044465
65,56392.03598451983
66,55828.997291449334
67,55271.57509810546
68,54719.713479134574
69,54173.35706403852
70,53632.451031709796
71,53096.941105019716
72,52566.773545459124
73,52041.89514783113
74,51522.253234995376
75,51007.79565266338
76,50498.47076424443
77,49994.22744574159
78,49495.015080697354
79,49000.783555188405
80,48511.4832528691
81,48027.06505006318
82,47547.48031090329
83,47072.68088251773
84,46602.61909026419
85,46137.24773300985
86,45676.520078457484
87,45220.38985851715
88,44768.81126472292
89,44321.738943694436
90,43879.12799264259
91,43440.93395491917
92,43007.11281560987
93,42577.62099717033
94,42152.4153551048
95,41731.453173687005
96,41314.6921617228
97,40902.090448354225
98,40493.606578904575
99,40089.19951076408
100,39688.828609315824
101,39292.45364390148
102,38900.03478382653
103,38511.53259440458
104,38126.90803304037
105,37746.12244535107
106,37369.13756132569
107,36995.915491521926
108,36626.418723300405
109,36260.61011709572
110,35898.45290272404
111,35539.91067572694
112,35184.94739375098
113,34833.52737296289
114,34485.61528449981
115,34141.1761509544
116,33800.17534289444
117,33462.57857541655
118,33128.35190473371
119,32797.46172479635
120,32469.87476394653
121,32145.55808160503
122,31824.47906499095
123,31506.605425873517
124,31191.905197355853
125,30880.346730690293
126,30571.89869212503
127,30266.530059781744
128,29964.21012056394
129,29664.908467095673
130,29368.59499469037
131,29075.239898349508
132,28784.813669790754
133,28497.287094505402
134,28212.631248844737
135,27930.817497135078
136,27651.81748882124
137,27375.603155638088
138,27102.14670880996
139,26831.420636277675
140,26563.397699952846
141,26298.05093299924
142,26035.35363714092
143,25775.279379996937
144,25517.80199244225
145,25262.8955659947
146,25010.5344502277
147,24760.693250208486
148,24513.34682396158
149,24268.470279957302
150,24026.038974625044
151,23786.028509891068
152,23548.414730740602
153,23313.173722803996
154,23080.2818099667
155,22849.715552002817
156,22621.45174223204
157,22395.467405199688
158,22171.739794379693
159,21950.246389900225
160,21730.9648962918
161,21513.87324025764
162,21298.949568466032
163,21086.17224536453
164,20875.519851015728
165,20666.97117895442
166,20460.505234065968
167,20256.101230485598
168,20053.738589518496
169,19853.39693758045
170,19655.05610415886
171,19458.696119793894
172,19264.29721407965
173,19071.839813685026
174,18881.304540394238
175,18692.672209166656
176,18505.923826215887
177,18321.040587107826
178,18138.003874877555
179,17956.795258164868
180,17777.39648936825
181,17599.789502817126
182,17423.956412962212
183,17249.87951258377
184,17077.541271017624
185,16906.924332398714
186,16738.011513922072
187,16570.785804121013
188,16405.230361162365
189,16241.328511158606
190,16079.063746496719
191,15918.419724183594
192,15759.380264207835
193,15601.929347917798
194,15446.051116415698
195,15291.72986896764
196,15138.950061429405
197,14987.696304687837
198,14837.953363117695
199,14689.706153053785
