,I_t
0,31710.0
1,30667.189378058298
2,29644.868634896968
3,28643.741119558737
4,27664.402064284106
5,26707.34429241799
6,25772.964034051663
7,24861.566792548918
8,23973.373211067665
9,23108.52489402447
10,22267.09014409115
11,21449.06958070391
12,20654.40161116426
13,19882.96773018591
14,19134.597628171825
15,18409.07409257946
16,17706.137690444346
17,17025.491223486224
18,16366.803950224023
19,15729.715572189038
20,15113.839983664126
21,14518.768786408735
22,13944.07457257443
23,13389.313980493906
24,12854.030529259577
25,12337.757239017008
26,11840.0190447048
27,11360.33501159663
28,10898.220361462741
29,10453.188318486114
30,10024.751784260421
31,9612.424851279304
32,9215.724164314799
33,8834.170138990785
34,8467.288046698115
35,8114.608974783111
36,7775.6706706807045
37,7450.018278367134
38,7137.2049751829
39,6836.792516731861
40,6548.351697203368
41,6271.462732096532
42,6005.7155699539235
43,5750.710139340151
44,5506.056536932276
45,5271.375162226666
46,5046.296804013004
47,4830.462683422542
48,4623.524458025894
49,4425.144191136595
50,4234.9942901713885
51,4052.7574176270437
52,3878.1263779569
53,3710.803983368415
54,3550.5029013156777
55,3396.945486228001
56,3249.8635977971126
57,3108.998407940663
58,2974.1001983684355
59,2844.928150499248
60,2721.2501293105656
61,2602.8424625487587
62,2489.4897165851867
63,2380.9844700712506
64,2277.1270864237285
65,2177.7254860594285
66,2082.5949191949776
67,1991.5577399328138
68,1904.4431822676286
69,1821.0871385681212
70,1741.3319410164522
71,1665.0261464217563
72,1592.0243247640287
73,1522.186851770212
74,1455.379705774953
75,1391.4742690739095
76,1330.3471339372632
77,1271.879913414932
78,1215.9590570325126
79,1162.475671447953
80,1111.3253461130403
81,1062.4079839607643
82,1015.627637119192
83,970.8923476344847
84,928.1139931698553
85,887.208137633418
86,848.0938866758596
87,810.6937479884614
88,774.9334963231007
89,740.742043148298
90,708.05131084903
91,676.7961113727739
92,646.9140292199787
93,618.3453086737687
94,591.0327451610863
95,564.9215806355863
96,539.9594028713261
97,516.0960485555845
98,493.2835100689268
99,471.47584584084785
100,450.62909416992295
101,430.7011903983272
102,411.651887331804
103,393.44267879763294
104,376.03672623482964
105,359.39878821267945
106,343.49515277572124
107,328.2935725154468
108,313.7632022712288
109,299.874539365322
110,286.59936627917943
111,273.91069568076705
112,261.7827177150361
113,250.1907494722081
114,239.11118655102862
115,228.52145663664692
116,218.39997501526688
117,208.72610195018433
118,199.48010184626852
119,190.6431041323578
120,182.19706579341374
121,174.12473548661137
122,166.40961917783184
123,159.03594723726502
124,151.98864293502004
125,145.25329227978114
126,138.81611514563014
127,132.66393763418864
128,126.78416562120708
129,121.1647594386467
130,115.7942096451638
131,110.66151383971162
132,105.75615447472617
133,101.06807762705752
134,96.587672686448
135,92.30575292294506
136,88.21353689616896
137,84.30263067083553
138,80.56501080436306
139,76.99300807377028
140,73.57929191040151
141,70.31685551229576
142,67.19900160525057
143,64.21932882481929
144,61.3717186926246
145,58.65032316147133
146,56.04955270480066
147,53.564064927045514
148,51.18875367242575
149,48.9187386106623
150,46.74935527899301
151,44.67614556074069
152,42.694848581517775
153,40.801392004951616
154,38.991883710583124
155,37.26260383732783
156,35.60999717659624
157,34.03066589984826
158,32.521362606007365
159,31.078983674783895
160,29.700562912555185
161,28.383265478023574
162,27.124382075423007
163,25.921323403571666
164,24.7716148495728
165,23.672891416449584
166,22.62289287446297
167,21.619459126305436
168,20.660525776788443
169,19.744119898048492
170,18.868355981686513
171,18.03143206962841
172,17.23162605585203
173,16.467292151467852
174,15.736857505968088
175,15.038818977772399
176,14.371740047498397
177,13.734247867672163
178,13.125030442868782
179,12.54283393453585
180,11.986460085004376
181,11.454763755432323
182,10.946650572656214
183,10.461074680146634
184,9.997036588474174
185,9.553581120894005
186,9.129795449850148
187,8.724807220384948
188,8.337782756615765
189,7.967925347609603
190,7.614473609147846
191,7.276699918027635
192,6.953908915694001
193,6.645436078138123
194,6.350646349132006
195,6.068932833999029
196,5.799715551243213
197,5.542440239478142
198,5.296577217209302
199,5.061620293131513
