,I_t
0,28477.0
1,30848.703027248743
2,33417.92704752489
3,36201.121037227436
4,39216.103616243956
5,42482.17706176822
6,46020.25080761042
7,49852.975217216575
8,54004.88648394901
9,58502.56358290282
10,63374.798275082736
11,68652.77924761544
12,74370.29156333543
13,80563.93269011106
14,87273.3464852662
15,94541.47662404456
16,102414.84108395022
17,110943.8294297243
18,120183.0247874868
19,130191.55255204791
20,141033.4580395029
21,152778.115478967
22,165500.6709337533
23,179282.5219545974
24,194211.83699691913
25,210384.11788190602
26,227902.80884881623
27,246879.95603483956
28,267436.9215307356
29,289705.1564970031
30,313827.03818834905
31,339956.7761256608
32,368261.393076589
33,398921.78696039855
34,432133.88028222654
35,468109.86422870244
36,507079.54512356326
37,549291.8015510561
38,595016.1611092964
39,644544.5064581593
40,698192.9210796132
41,756303.6859756048
42,819247.4393926417
43,887425.5125860407
44,961272.4556233359
45,1041258.7682783406
46,1127893.8521874675
47,1221729.201630474
48,1323361.8515608087
49,1433438.1028477105
50,1552657.5461040314
51,1681777.406960489
52,1821617.237207792
53,1973063.9778605974
54,2137077.421897829
55,2314696.1061968324
56,2507043.6639962182
57,2715335.6710832813
58,2940887.0207924764
59,3185119.8648034805
60,3449572.158617987
61,3735906.8524450744
62,4045921.770000588
63,4381560.219383506
64,4744922.381679594
65,5138277.524197008
66,5564077.086184687
67,6024968.685432795
68,6523811.094199236
69,7063690.232322054
70,7647936.2240179945
71,8280141.562560919
72,8964180.423581325
73,9704229.162899096
74,10504788.028330583
75,11370704.106493976
76,12307195.514926936
77,13319876.836434947
78,14414785.776065188
79,15598411.000954274
80,16877721.098979738
81,18260194.563050494
82,19753850.673343193
83,21367281.10912166
84,23109682.074215595
85,24990886.66500151
86,27021397.14602953
87,29212416.725490578
88,31575880.339781716
89,34124483.86285165
90,36871711.05128901
91,39831857.419962674
92,43020050.115451545
93,46452262.71593589
94,50145323.737628914
95,54116917.4708549
96,58385575.60603641
97,62970657.944684066
98,67892320.32778066
99,73171467.75995529
100,78829690.57044351
101,84889181.34074084
102,91372630.25575198
103,98303096.51380114
104,105703853.47673811
105,113598205.37193035
106,122009273.59188247
107,130959750.99393703
108,140471623.1010451
109,150565855.76239398
110,161262049.6639031
111,172578063.09210005
112,184529605.55188975
113,197129806.2102866
114,210388762.66262296
115,224313077.15830588
116,238905389.12615648
117,254163914.53310457
118,270082004.20531136
119,286647734.6328708
120,303843545.85178035
121,321645941.6282748
122,340025267.24244815
123,358945579.5753779
124,378364622.86674064
125,398233921.3849393
126,418498997.3432111
127,439099718.76273084
128,459970777.7465978
129,481042294.9643854
130,502240541.2842634
131,523488762.6948055
132,544708090.2163881
133,565818512.693464
134,586739887.4364935
135,607392961.8469536
136,627700378.5409327
137,647587637.1330875
138,666983987.711598
139,685823234.0001427
140,704044428.0664582
141,721592442.9467403
142,738418414.4284049
143,754480048.1819116
144,769741793.1839416
145,784174886.6944828
146,797757279.755482
147,810473455.1439029
148,822314151.8732703
149,833276011.688257
150,843361163.5789524
151,852576762.236002
152,860934495.6822283
153,868450076.1726577
154,875142726.9790164
155,881034675.9876992
156,886150665.2513185
157,890517483.8366315
158,894163529.5811319
159,897118403.7634473
160,899412541.2477349
161,901076877.4024594
162,902142552.0288025
163,902640649.6622541
164,902601974.9233158
165,902056861.0747168
166,901035009.5745633
167,899565358.1771531
168,897675975.0051724
169,895393975.978693
170,892745463.0192968
171,889755480.5350564
172,886447987.819413
173,882845845.1517363
174,878970811.5591736
175,874843552.3798697
176,870483654.9501263
177,865909650.9174668
178,861139043.8541198
179,856188341.0084863
180,851073088.183977
181,845807906.8742131
182,840406532.9105463
183,834881855.9922066
184,829245959.5714666
185,823510160.6566019
186,817685049.174856
187,811780526.6069064
188,805805843.6643522
189,799769636.8333611
190,793679963.6517159
191,787544336.6238745
192,781369755.7101219
193,775162739.3521289
194,768929354.0189401
195,762675242.2751617
196,756405649.3874769
197,750125448.4970467
198,743839164.3943008
199,737550995.9394534
