,I_t
0,488.0
1,497.8573997612368
2,507.913914790361
3,518.1735671241653
4,528.6404600424642
5,539.3187797091493
6,550.2127968463924
7,561.3268684426649
8,572.6654394952595
9,584.2330447880074
10,596.0343107049041
11,608.0739570803694
12,620.3567990868796
13,632.8877491607291
14,645.6718189666893
15,658.7141214023526
16,672.0198726429611
17,685.5943942275393
18,699.4431151871642
19,713.5715742162238
20,727.9854218875334
21,742.6904229121941
22,757.6924584450975
23,772.997528437
24,788.6117540341056
25,804.5413800261174
26,820.7927773437368
27,837.3724456066095
28,854.2870157227363
29,871.543252540389
30,889.1480575535917
31,907.1084716622495
32,925.4316779880276
33,944.1250047471077
34,963.1959281809709
35,982.652075546377
36,1002.5012281657386
37,1022.7513245391074
38,1043.4104635190192
39,1064.4869075494657
40,1085.989085970288
41,1107.9255983883152
42,1130.3052181165947
43,1153.1368956830886
44,1176.4297624102417
45,1200.1931340668498
46,1224.4365145936915
47,1249.1695999044098
48,1274.4022817631665
49,1300.1446517406184
50,1326.407005249798
51,1353.1998456635101
52,1380.5338885148954
53,1408.4200657828353
54,1436.8695302639162
55,1465.8936600326977
56,1495.5040629920713
57,1525.712581515527
58,1556.5312971831845
59,1587.9725356134834
60,1620.0488713924635
61,1652.7731331026073
62,1686.1584084532535
63,1720.2180495146354
64,1754.965678057635
65,1790.4151910013884
66,1826.580765970922
67,1863.4768669670386
68,1901.1182501507249
69,1939.5199697443875
70,1978.697384052283
71,2018.6661616025444
72,2059.4422874132624
73,2101.042069385126
74,2143.482144823178
75,2186.7794870902926
76,2230.9514123950394
77,2276.0155867166395
78,2321.99003286979
79,2368.8931377121776
80,2416.7436594975657
81,2465.56073537739
82,2515.363889053867
83,2566.173038587672
84,2618.0085043633107
85,2670.891017215363
86,2724.8417267188556
87,2779.882209647074
88,2836.0344786001915
89,2893.320990808174
90,2951.7646571114688
91,3011.3888511230775
92,3072.2174185756685
93,3134.2746868574695
94,3197.585474740752
95,3262.175102306793
96,3328.069401071289
97,3395.294724314261
98,3463.877957618587
99,3533.8465296213694
100,3605.2284229824413
101,3678.0521855743873
102,3752.346941898562
103,3828.14240473166
104,3905.4688870074997
105,3984.3573139387677
106,4064.839235383566
107,4146.946838461713
108,4230.71296042583
109,4316.171101792368
110,4403.35543973782
111,4492.3008417654655
112,4583.042879648121
113,4675.617843652467
114,4770.062757050624
115,4866.415390924798
116,4964.714279270894
117,5064.99873440714
118,5167.308862693888
119,5271.68558057086
120,5378.170630918257
121,5486.806599748268
122,5597.636933233647
123,5710.705955080164
124,5826.058884249876
125,5943.741853042295
126,6063.801925540674
127,6186.287116430803
128,6311.246410199801
129,6438.729780722612
130,6568.7882112439975
131,6701.4737147640335
132,6836.8393548352515
133,6974.939266779721
134,7115.828679334566
135,7259.563936734557
136,7406.202521240595
137,7555.803076123104
138,7708.425429109491
139,7864.130616305068
140,8022.980906596959
141,8185.039826550781
142,8350.37218581
143,8519.044103008147
144,8691.123032204223
145,8866.677789851849
146,9045.778582312952
147,9228.497033926966
148,9414.90621564674
149,9605.080674252638
150,9799.096462156442
151,9997.031167807001
152,10198.963946709755
153,10404.975553072522
154,10615.148372090174
155,10829.566452881128
156,11048.315542088756
157,11271.483118161172
158,11499.158426323062
159,11731.432514253529
160,11968.39826848419
161,12210.15045153206
162,12456.785739782048
163,12708.402762134201
164,12965.102139431094
165,13226.986524681126
166,13494.160644093789
167,13766.73133894325
168,14044.807608277002
169,14328.500652486597
170,14617.923917757855
171,14913.193141418307
172,15214.426398199954
173,15521.744147435793
174,15835.26928120897
175,16155.12717347375
176,16481.44573016791
177,16814.355440336552
178,17153.989428287736
179,17500.483506800712
180,17853.976231408025
181,18214.608955773103
182,18582.525888185435
183,18957.874149195868
184,19340.80383041502
185,19731.468054498248
186,20130.023036341074
187,20536.628145509538
188,20951.445969930275
189,21374.642380865786
190,21806.38659920078
191,22246.851263066023
192,22696.21249682661
193,23154.649981462248
194,23622.347026367494
195,24099.490642600653
196,24586.27161761048
197,25082.88459147048
198,25589.52813465118
199,26106.404827361363
