,I_t
0,45365.0
1,42720.42043812091
2,40228.94627976932
3,37881.8343891247
4,35670.827144427545
5,33588.127057763704
6,31626.372536590967
7,29778.614758368018
8,28038.2956271679
9,26399.226779264372
10,24855.569603291373
11,23401.81623962343
12,22032.771523046384
13,20743.53583252839
14,19529.48881191238
15,18386.273925590518
16,17309.783813651004
17,16296.146411575246
18,15341.711800280038
19,14443.039753119998
20,13596.88794736836
21,12800.20080866035
22,12050.0989578966
23,11343.869231150285
24,10678.955244188903
25,10052.94847429969
26,9463.579833187843
27,8908.711705791648
28,8386.3304309224
29,7894.53920068435
30,7431.551356656803
31,6995.684061823648
32,6585.352328212237
33,6199.063381151673
34,5835.411341978735
35,5493.072211906607
36,5170.79914062676
37,4867.417964037264
38,4581.822996281337
39,4312.973062038301
40,4059.887755735502
41,3821.6439150446504
42,3597.372296690093
43,3386.254443230393
44,3187.51973007902
45,3000.4425826058755
46,2824.3398537096054
47,2658.568352772164
48,2502.52251740282
49,2355.63221984972
50,2217.360700404206
51,2087.2026205472916
52,1964.6822289900074
53,1849.3516341406594
54,1740.789176893358
55,1638.59789797435
56,1542.4040944066364
57,1451.8559599599223
58,1366.6223047429737
59,1286.3913493697416
60,1210.869589389939
61,1139.7807259198812
62,1072.8646586410134
63,1009.8765375523806
64,950.585870069969
65,894.7756802610272
66,842.2417171857356
67,792.7917094925413
68,746.2446635776323
69,702.4302027739438
70,661.1879451812423
71,622.3669178867177
72,585.8250054555657
73,551.4284306936989
74,519.0512658003922
75,488.5749721377273
76,459.8879669465275
77,432.88521543540514
78,407.46784676091687
79,383.54279250294564
80,361.0224463205942
81,339.8243435503698
82,319.87085958051927
83,301.0889259032964
84,283.40976281093714
85,266.7686277614125
86,251.10457849683206
87,236.36025005088206
88,222.48164483209072
89,209.4179350171962
90,197.12127653361716
91,185.54663395215303
92,174.65161565071747
93,164.3963186472758
94,154.7431825353506
95,145.65685198860237
96,137.10404733220324
97,129.05344270811466
98,121.4755513890564
99,114.34261782201808
100,107.62851600670507
101,101.30865383741975
102,95.3598830586374
103,89.76041450502356
104,84.48973831593
105,79.52854883256799
106,74.85867390315882
107,70.46300833746056
108,66.3254512672289
109,62.430847183440335
110,58.76493043454245
111,55.314272982644724
112,52.066235226472216
113,49.00891971111579
114,46.13112755516701
115,43.42231743576217
116,40.872566981414124
117,38.47253643131692
118,36.21343442809767
119,34.08698581879488
120,32.08540134618862
121,30.201349119524373
122,28.427927760182563
123,26.75864112397479
124,25.18737450751721
125,23.708372251562466
126,22.31621665928427
127,21.005808152321332
128,19.772346591917806
129,18.611313696762053
130,17.518456493139986
131,16.48977173679824
132,15.52149124946961
133,14.610068116361841
134,13.752163694062736
135,12.944635381281845
136,12.184525107641832
137,11.469048498361767
138,10.795584675149383
139,10.161666655948917
140,9.564972318383916
141,9.003315893798636
142,8.474639960744561
143,7.977007908587562
144,7.508596843632798
145,7.067690911784996
146,6.652675013287186
147,6.262028886516812
148,5.894321539169756
149,5.54820600643505
150,5.222414416960606
151,4.915753348537562
152,4.627099456491929
153,4.3553953587710055
154,4.099645762652192
155,3.858913818886793
156,3.6323176899244043
157,3.4190273196475873
158,3.2182613927845884
159,3.0292844728626127
160,2.851404308218096
161,2.683969296195971
162,2.5263660962493515
163,2.37801738319642
164,2.238379732404719
165,2.1069416291562293
166,1.983221594901516
167,1.86676642353935
168,1.757149521261232
169,1.6539693438795973
170,1.5568479259155525
171,1.4654294960581087
172,1.3793791739232462
173,1.2983817433389484
174,1.2221404976626564
175,1.150376152901442
176,1.0828258246535722
177,1.0192420651239018
178,0.9593919566855953
179,0.9030562586677984
180,0.8500286042438594
181,0.8001147444782123
182,0.7531318367627833
183,0.7089077750363809
184,0.6672805593335864
185,0.6280977023537255
186,0.5912156708761104
187,0.5564993599753871
188,0.5238215981109723
189,0.4930626812776552
190,0.46410993451090016
191,0.43685729914058313
192,0.4112049442812165
193,0.38705890113549823
194,0.36433071877158707
195,0.342937140113169
196,0.3227997969554192
197,0.3038449228896595
198,0.28600308308511263
199,0.26920891993790486
