,I_t
0,5834.0
1,7796.601661834399
2,10419.432088253303
3,13924.591321508173
4,18608.890302851723
5,24868.97987045416
6,33234.92988514673
7,44415.098431474675
8,59356.08426112455
9,79322.82783589695
10,106005.62345626426
11,141663.0675970585
12,189312.98269845688
13,252987.3664911962
14,338072.7462233476
15,451764.3842929307
16,603672.1283779773
17,806628.0154293182
18,1077761.8876903611
19,1439932.3077269408
20,1923627.1815242518
21,2569483.006753947
22,3431614.7090401426
23,4582000.149272364
24,6116223.568594689
25,8160946.190483235
26,10883529.262079086
27,14504262.729675584
28,19311609.202338923
29,25680682.841656025
30,34094721.653291196
31,45168387.327272266
32,59670073.92774426
33,78537723.75137848
34,102878740.84875901
35,133939719.97724283
36,173027226.9078418
37,221360068.1371298
38,279842003.3553849
39,348768036.8139622
40,427518765.658887
41,514343390.9856454
42,606352073.2360342
43,699796818.9639633
44,790611814.8502026
45,875060582.6564459
46,950280835.5990742
47,1014570742.659653
48,1067383301.351658
49,1109106274.7632217
50,1140749601.8687065
51,1163643489.9204211
52,1179203912.822198
53,1188779774.330428
54,1193570804.9745893
55,1194596194.0560584
56,1192694604.2802098
57,1188540769.2860363
58,1182668892.682391
59,1175497114.906029
60,1167350102.343564
61,1158478534.508328
62,1149075229.3378325
63,1139288128.6674895
64,1129230565.253749
65,1118989279.2239451
66,1108630623.7399127
67,1098205341.0959077
68,1087752224.635841
69,1077300919.8733141
70,1066874064.4964437
71,1056488922.5856576
72,1046158632.8070308
73,1035893162.3719065
74,1025700036.838763
75,1015584899.1243984
76,1005551938.311191
77,995604219.1003582
78,985743935.3614502
79,975972605.612696
80,966291224.0077132
81,956700377.173797
82,947200334.7958951
83,937791119.9789784
84,928472564.0064443
85,919244349.0350366
86,910106041.4456578
87,901057117.942555
88,892096986.013945
89,883224999.9998989
90,874440473.7314714
91,865742690.4884024
92,857130910.8558458
93,848604378.9318241
94,840162327.237573
95,831803980.6058605
96,823528559.2625488
97,815335281.270182
98,807223364.4661695
99,799192027.9998913
100,791240493.5509678
101,783367986.2936502
102,775573735.6587194
103,767856975.9336299
104,760216946.7332339
105,752652893.3668131
106,745164067.1219077
107,737749725.4813021
108,730409132.2862402
109,723141557.8563417
110,715946279.0746179
111,708822579.4443319
112,701769749.1231343
113,694787084.9388483
114,687873890.3904357
115,681029475.6369996
116,674253157.4771347
117,667544259.3204983
118,660902111.1531259
119,654326049.497725
120,647815417.369958
121,641369564.231532
122,634987845.9407669
123,628669624.7011896
124,622414269.0086012
125,616221153.5969836
126,610089659.3835468
127,604019173.4131632
128,598009088.8023889
129,592058804.6832412
130,586167726.1468655
131,580335264.1872051
132,574560835.6447649
133,568843863.1505446
134,563183775.0702027
135,557580005.4485013
136,552031993.9540744
137,546539185.8245504
138,541101031.8120588
139,535716988.12914085
140,530386516.3950821
141,525109083.5826811
142,519884161.9654643
143,514711229.06535596
144,509589767.6008089
145,504519265.4354006
146,499499215.52689743
147,494529115.8767895
148,489608469.48029566
149,484736784.27683955
150,479913573.1009958
151,475138353.6339042
152,470410648.35515136
153,465729984.49511594
154,461095893.98777664
155,456507913.42397845
156,451965584.0051553
157,447468451.4975053
158,443016066.1866149
159,438607982.8325289
160,434243760.62526286
161,429922963.1407532
162,425645158.29724234
163,421409918.31209415
164,417216819.65903676
165,413065443.0258279
166,408955373.2723397
167,404886199.3890585
168,400857514.4559959
169,396868915.6020078
170,392920003.964516
171,389010384.6496305
172,385139666.69266725
173,381307463.01905775
174,377513390.4056473
175,373757069.4423772
176,370038124.49434835
177,366356183.66426116
178,362710878.75522923
179,359101845.23396236
180,355528722.19431585
181,351991152.3212021
182,348488781.8548608
183,345021260.5554847
184,341588241.66819733
185,338189381.88837844
186,334824341.32733476
187,331492783.4783122
188,328194375.1828457
189,324928786.5974445
190,321695691.160608
191,318494765.5601704
192,315325689.7009699
193,312188146.6728392
194,309081822.7189154
195,306006407.20426404
196,302961592.584816
197,299947074.3766132
198,296962551.12536055
199,294007724.3762802
