,beta,gamma,sse
0,0.02,0.01,12308156.811216211
1,0.03,0.01,11013819.89751613
2,0.03,0.02,12308175.492577488
3,0.04,0.01,9779451.690460177
4,0.04,0.02,11013837.918187158
5,0.04,0.03,12308194.351117421
6,0.05,0.01,8607129.088427862
7,0.05,0.02,9779469.006050792
8,0.05,0.03,11013856.108714119
9,0.05,0.04,12308213.38683624
10,0.060000000000000005,0.01,7498979.66250133
11,0.060000000000000005,0.02,8607145.65282261
12,0.060000000000000005,0.03,9779486.48384802
13,0.060000000000000005,0.04,11013874.469097309
14,0.060000000000000005,0.05,12308232.599734277
15,0.07,0.01,6457182.765381366
16,0.07,0.02,7498995.4278027285
17,0.07,0.03,8607162.37143814
18,0.07,0.04,9779504.123852206
19,0.07,0.05,11013892.99933701
20,0.07,0.060000000000000005,12308251.989811819
21,0.08,0.01,5483970.658736011
22,0.08,0.02,6457197.681851589
23,0.08,0.03,7499011.338992283
24,0.08,0.04,8607179.244274754
25,0.08,0.05,9779521.926063651
26,0.08,0.060000000000000005,11013911.699433556
27,0.08,0.07,12308271.557069134
28,0.09,0.01,4581629.65923672
29,0.09,0.02,5483984.674736796
30,0.09,0.03,6457212.735520057
31,0.09,0.04,7499027.396070357
32,0.09,0.05,8607196.271332838
33,0.09,0.060000000000000005,9779539.890482686
34,0.09,0.07,11013930.56938723
35,0.09,0.08,12308291.301506516
36,0.09999999999999999,0.01,3752501.3035395276
37,0.09999999999999999,0.02,4581642.721167678
38,0.09999999999999999,0.03,5483998.818877914
39,0.09999999999999999,0.04,6457227.9263871955
40,0.09999999999999999,0.05,7499043.599037281
41,0.09999999999999999,0.060000000000000005,8607213.452612702
42,0.09999999999999999,0.07,9779558.01710962
43,0.09999999999999999,0.08,11013949.609198375
44,0.09999999999999999,0.09,12308311.223124288
45,0.10999999999999999,0.01,2998983.5324710715
46,0.10999999999999999,0.02,3752513.3557746103
47,0.10999999999999999,0.03,4581655.901801967
48,0.10999999999999999,0.04,5484013.091159794
49,0.10999999999999999,0.05,6457243.254453358
50,0.10999999999999999,0.060000000000000005,7499059.947893466
51,0.10999999999999999,0.07,8607230.788114721
52,0.10999999999999999,0.08,9779576.305944812
53,0.10999999999999999,0.09,11013968.818867285
54,0.10999999999999999,0.09999999999999999,12308331.321922729
55,0.11999999999999998,0.01,2323531.894681858
56,0.11999999999999998,0.02,2998994.5172932404
57,0.11999999999999998,0.03,3752525.516885551
58,0.11999999999999998,0.04,4581669.201140005
59,0.11999999999999998,0.05,5484027.491582831
60,0.11999999999999998,0.060000000000000005,6457258.719718924
61,0.11999999999999998,0.07,7499076.442639232
62,0.11999999999999998,0.08,8607248.277839214
63,0.11999999999999998,0.09,9779594.756988583
64,0.11999999999999998,0.09999999999999999,11013988.19839431
65,0.11999999999999998,0.10999999999999999,12308351.597902142
66,0.12999999999999998,0.01,1728660.770031414
67,0.12999999999999998,0.02,2323541.7522159093
68,0.12999999999999998,0.03,2999005.600761696
69,0.12999999999999998,0.04,3752537.7868728098
70,0.12999999999999998,0.05,4581682.619182246
71,0.12999999999999998,0.060000000000000005,5484042.020147432
72,0.12999999999999998,0.07,6457274.322184309
73,0.12999999999999998,0.08,7499093.083274978
74,0.12999999999999998,0.09,8607265.921786562
75,0.12999999999999998,0.09999999999999999,9779613.370241275
76,0.12999999999999998,0.10999999999999999,11014007.747779727
77,0.12999999999999998,0.11999999999999998,12308372.051062841
78,0.13999999999999999,0.01,1216944.6129726672
79,0.13999999999999999,0.02,1728669.4381748913
80,0.13999999999999999,0.03,2323551.6977526126
81,0.13999999999999999,0.04,2999016.782876922
82,0.13999999999999999,0.05,3752550.165736835
83,0.13999999999999999,0.060000000000000005,4581696.155929087
84,0.13999999999999999,0.07,5484056.676853999
85,0.13999999999999999,0.08,6457290.061849884
86,0.13999999999999999,0.09,7499109.869801052
87,0.13999999999999999,0.09999999999999999,8607283.719957115
88,0.13999999999999999,0.10999999999999999,9779632.145703195
89,0.13999999999999999,0.11999999999999998,11014027.467023868
90,0.13999999999999999,0.12999999999999998,12308392.681405136
91,0.15,0.01,791019.2162050159
92,0.15,0.02,1216952.0273248192
93,0.15,0.03,1728678.1832510284
94,0.15,0.04,2323561.731292456
95,0.15,0.05,2999028.063639381
96,0.15,0.060000000000000005,3752562.6534780813
97,0.15,0.07,4581709.811380992
98,0.15,0.08,5484071.461702963
99,0.15,0.09,6457305.938716057
100,0.15,0.09999999999999999,7499126.802217882
101,0.15,0.10999999999999999,8607301.67235122
102,0.15,0.11999999999999998,9779651.08337474
103,0.15,0.12999999999999998,11014047.356127068
104,0.15,0.13999999999999999,12308413.488929324
105,0.16,0.01,453582.99486834556
106,0.16,0.02,791025.3099937595
107,0.16,0.03,1216959.5071006971
108,0.16,0.04,1728687.0052603513
