,I_t
0,907.0
1,880.193600653352
2,854.1794648097073
3,828.9341771134176
4,804.4350142497195
5,780.6599244914756
6,757.5875078504104
7,735.1969968149754
8,713.4682376575067
9,692.3816722938478
10,671.9183206791113
11,652.0597637237325
12,632.78812671444
13,614.0860632252164
14,595.9367395037733
15,578.3238193194805
16,561.2314492591166
17,544.6442444572017
18,528.5472747480705
19,512.9260512272209
20,497.76651320984064
21,483.05501557477527
22,468.77831648254437
23,454.92356545635204
24,441.47829181536235
25,428.43039344982964
26,415.7681259279794
27,403.4800919248352
28,391.55523096347656
29,379.9828094594935
30,368.7524110596776
31,357.85392726625264
32,347.27754833820586
33,337.0137544615308
34,327.0533071804331
35,317.3872410817868
36,308.0068557253572
37,298.90370781252517
38,290.06960358646523
39,281.4965914569361
40,273.1769548430455
41,265.10320522754745
42,257.26807541641915
43,249.66451299765146
44,242.28567399336475
45,235.12491669953644
46,228.17579570779534
47,221.4320561039019
48,214.8876278376924
49,208.53662025941935
50,202.37331681757053
51,196.39216991339384
52,190.5877959074967
53,184.95497027402558
54,179.4886228980635
55,174.1838335120132
56,169.0358272668579
57,164.03997043431352
58,159.19176623600382
59,154.48685079590422
60,149.92098921241123
61,145.49007174650188
62,141.19011012255214
63,137.01723393848465
64,132.96768718201452
65,129.0378248498576
66,125.22410966685806
67,121.52310890208206
68,117.93149127901196
69,114.44602397705972
70,111.06356972170049
71,107.78108396060749
72,104.59561212324614
73,101.50428696146098
74,98.50432596866146
75,95.5930288752839
76,92.76777521827493
77,90.02602198240893
78,87.36530131131641
79,84.78321828616289
80,82.277448769979
81,79.84573731570141
82,77.48589513604166
83,75.19579813335552
84,72.97338498773955
85,70.81665530163406
86,68.7236677992623
87,66.69253857928531
88,64.72143941909945
89,62.8085961292506
90,60.952286956483555
91,59.15084103398934
92,57.40263687745553
93,55.70610092556577
94,54.05970612363488
95,52.46197054910464
96,50.91145607766305
97,49.40676708878647
98,47.946549209539484
99,46.52948809550176
100,45.15430824772466
101,43.819771864652665
102,42.524677727976346
103,41.267860121413904
104,40.048187781448185
105,38.86456287907465
106,37.7159200316438
107,36.60122534390864
108,35.519475477413955
109,34.46969674738985
110,33.45094424633656
111,32.46230099351179
112,31.502877109554895
113,30.571809015505124
114,29.668258655492846
115,28.79141274240417
116,27.94048202583995
117,27.11470058171029
118,26.313325122825063
119,25.535634329859963
120,24.780928202095872
121,24.0485274273471
122,23.337772770511453
123,22.64802448019167
124,21.978661712854198
125,21.329081974006968
126,20.698700575893152
127,20.086950111212794
128,19.493279942398622
129,18.917155705986303
130,18.358058831633063
131,17.81548607535169
132,17.28894906653985
133,16.777973868396927
134,16.28210055133278
135,15.800882778984374
136,15.333887406467742
137,14.880694090503576
138,14.440894911065586
139,14.01409400421104
140,13.59990720576301
141,13.197961705523586
142,12.807895711706825
143,12.429358125289406
144,12.062008223985835
145,11.70551535556378
146,11.359558640223472
147,11.023826681773297
148,10.698017287341585
149,10.38183719537233
150,10.075001811660004
151,9.777234953185848
152,9.488268599525123
153,9.207842651601476
154,8.935704697571367
155,8.671609785627762
156,8.415320203518622
157,8.16660526458173
158,7.925241100103261
159,7.6910104578131975
160,7.463702506336213
161,7.243112645422019
162,7.029042321784357
163,6.821298850382866
164,6.6196952409869745
165,6.424050029865694
166,6.234187116451831
167,6.04993560483358
168,5.871129649930848
169,5.697608308217829
170,5.529215392857485
171,5.365799333117522
172,5.207213037941333
173,5.053313763551107
174,4.903962984963923
175,4.759026271305194
176,4.618373164807226
177,4.481877063383967
178,4.3494151066762745
179,4.220868065465105
180,4.096120234353107
181,3.9750593276180077
182,3.857576378144057
183,3.7435656393405488
184,3.63292448995915
185,3.5255533417243505
186,3.4213555496938963
187,3.3202373252685233
188,3.2221076517726908
189,3.126878202530325
190,3.034463261361838
191,2.9447796454308572
192,2.857746630371222
193,2.7732858776268525
194,2.6913213639390907
195,2.611779312918044
196,2.5345881286363383
197,2.45967833118551
198,2.3869824941370292
199,2.3164351838516644
