,I_t
0,9906.0
1,9052.924758717698
2,8273.270460170674
3,7560.725192369847
4,6909.518491817435
5,6314.375091564789
6,5770.472588070693
7,5273.402700162911
8,4819.135819751491
9,4403.988578314088
10,4024.5941756930174
11,3677.875238529895
12,3361.0189948319494
13,3071.45456882548
14,2806.8322165124664
15,2565.004337306964
16,2344.008110883924
17,2142.0496210144606
18,1957.4893397727105
19,1788.8288561594052
20,1634.6987429699125
21,1493.8474647086384
22,1365.1312375813072
23,1247.5047601411527
24,1140.0127400795793
25,1041.7821489872995
26,952.0151427155304
27,869.982590282
28,795.0181591334642
29,726.5129090321685
30,663.9103509122916
31,606.7019307852546
32,554.4229021887273
33,506.64855379972875
34,462.99076169177437
35,423.0948383319409
36,386.6366528065346
37,353.3199989526113
38,322.8741900741777
39,295.0518607523596
40,269.6269579326685
41,246.39290500305123
42,225.16092397585072
43,205.75850216631883
44,188.02799093012058
45,171.82532509172464
46,157.01885267325412
47,143.48826542712186
48,131.12362149277533
49,119.82445224469656
50,109.49894608145391
51,100.06320252958385
52,91.44055060642157
53,83.56092590730111
54,76.36030135901579
55,69.78016701691733
56,63.767054681055335
57,58.272103470536294
58,53.25066282775509
59,48.661929728012566
60,44.46861714773967
61,40.63665109835018
62,37.13489376469658
63,33.93489049908618
64,31.010638615544433
65,28.33837610606127
66,25.89638856235824
67,23.664832734582284
68,21.625575293464934
69,19.76204548598026
70,18.059100487392296
71,16.50290235571943
72,15.080805588895712
73,13.781254371042644
74,12.593688672978661
75,11.508458444026207
76,10.516745197912224
77,9.610490355630468
78,8.782329763031306
79,8.02553385107223
80,7.333952952507675
81,6.701967330692172
82,6.124441514456662
83,5.596682568004826
84,5.114401956748903
85,4.67368069922218
86,4.270937521905585
87,3.902899758205498
88,3.566576755117145
89,3.2592355714839853
90,2.978378770383798
91,2.7217241251880417
92,2.487186074390718
93,2.2728587745127515
94,2.077000613373255
95,1.8980200578854771
96,1.7344627213791513
97,1.5849995453604562
98,1.4484159996764263
99,1.3236022133259286
100,1.2095439557215395
101,1.1053143951172262
102,1.0100665672318323
103,0.9230264928692706
104,0.8434868886099648
105,0.7708014194672724
106,0.704379446806549
107,0.6436812288489367
108,0.5882135347596077
109,0.5375256366809201
110,0.4912056471420827
111,0.44887717208340877
112,0.41019625229789153
113,0.37484856843648173
114,0.3425468868651406
115,0.3130287256188777
116,0.2860542214864743
117,0.2614041808939616
118,0.23887829874845634
119,0.21829353076878938
120,0.19948260607658433
121,0.1822926679611895
122,0.16658403177339765
123,0.15222904985466823
124,0.13911107427833114
125,0.1271235089740631
126,0.11616894353325219
127,0.10615836165659846
128,0.09701041781183807
129,0.08865077622374878
130,0.08101150682510373
131,0.07403053326010167
132,0.06765112845477728
133,0.06182145365542195
134,0.05649413718926405
135,0.05162588952443859
136,0.04717715150124252
137,0.043111772876219714
138,0.03939671856694059
139,0.036001800210435274
140,0.0328994308539372
141,0.030064400784565532
142,0.027473672676349203
143,0.025106194389966804
144,0.022942727904021867
145,0.02096569298775708
146,0.019159024344899134
147,0.017508041067791857
148,0.015999327341007848
149,0.014620623425041744
150,0.013360726034223674
151,0.012209397299328363
152,0.011157281575114256
153,0.010195829416774566
154,0.009317228107536355
155,0.008514338172878114
156,0.00778063536548327
157,0.007110157649502012
158,0.00649745675331797
159,0.005937553897139726
160,0.005425899335661606
161,0.004958335387039227
162,0.004531062647754984
163,0.004140609118836949
164,0.0037838019925522984
165,0.0034577418703151857
166,0.003159779202304962
167,0.002887492757344152
168,0.002638669948083386
169,0.0024112888516166393
170,0.002203501779427108
171,0.0020136202631538484
172,0.0018401013341742011
173,0.0016815349855105063
174,0.0015366327141771328
175,0.0014042170508634527
176,0.001283211991871436
177,0.0011726342555582279
178,0.0010715852922339533
179,0.0009792439825875405
180,0.0008948599653083036
181,0.0008177475396838371
182,0.0007472800936270101
183,0.0006828850118544586
184,0.0006240390228406646
185,0.0005702639467371819
186,0.0005211228097047922
187,0.00047621629308382946
188,0.00043517948854879257
189,0.00039767893287977814
190,0.0003634098982554206
191,0.0003320939160483825
192,0.00030347651400186896
193,0.000277325148399565
194,0.00025342731442590244
195,0.00023158881936152795
196,0.00021163220458203868
197,0.0001933953035372169
198,0.00017672992399296854
199,0.00016150064382792361
